age,salary,experience_years,weekly_study_hours,courses_completed,login_days_past30,membership,device,region,promo_opt_in,num_promo_emails_last3m,churn
,74193025.0,0,3.7,3,26,premium,desktop,대전광역시,0,5,1
28.0,14733091.0,1,7.4,2,24,basic,tablet,울산광역시,1,11,1
34.0,64019820.0,6,3.7,3,12,basic,tablet,대구광역시,0,3,1
37.0,,17,4.5,3,22,basic,mobile,서울특별시,1,2,0
32.0,33240094.0,0,4.6,2,27,vip,mobile,광주광역시,0,4,1
,49377633.0,10,3.1,3,12,basic,tablet,부산광역시,1,5,0
22.0,4940976.0,4,9.7,4,19,basic,tablet,울산광역시,0,2,1
49.0,3708676.0,17,3.6,4,24,basic,desktop,인천광역시,0,1,1
34.0,13182766.0,7,5.5,1,13,vip,mobile,인천광역시,0,4,0
46.0,84839138.0,27,12.2,3,5,premium,desktop,광주광역시,1,5,0
38.0,65927249.0,11,5.7,5,5,vip,desktop,대구광역시,1,3,0
39.0,71210437.0,0,11.8,9,18,basic,tablet,서울특별시,0,1,1
40.0,53275081.0,19,5.6,3,28,basic,desktop,서울특별시,0,1,1
39.0,4935863.0,20,6.2,4,14,basic,mobile,부산광역시,0,3,1
41.0,39232201.0,11,5.4,4,26,premium,mobile,울산광역시,1,0,0
48.0,61937957.0,26,4.3,4,22,basic,mobile,서울특별시,0,1,1
36.0,59815822.0,5,5.2,1,29,premium,desktop,울산광역시,1,2,0
42.0,11449555.0,2,6.5,2,15,basic,desktop,대구광역시,0,2,1
,69740111.0,4,5.6,1,0,premium,mobile,대구광역시,1,10,1
49.0,41918227.0,13,6.6,5,16,basic,tablet,경기도,1,0,0
28.0,47194137.0,0,6.9,3,23,basic,tablet,광주광역시,1,4,1
53.0,3190924.0,23,12.9,1,23,basic,mobile,울산광역시,1,4,0
34.0,34555835.0,14,9.3,3,16,basic,desktop,부산광역시,1,0,0
20.0,3453863.0,1,3.5,3,14,vip,desktop,부산광역시,1,1,0
36.0,1405347.0,11,6.0,4,11,premium,desktop,서울특별시,1,0,0
28.0,65704318.0,1,3.6,4,18,basic,desktop,대전광역시,0,1,1
,10233186.0,3,4.3,2,28,basic,mobile,인천광역시,0,3,1
28.0,42186606.0,3,8.1,0,15,basic,desktop,부산광역시,1,1,1
30.0,1331252.0,8,11.8,5,19,basic,mobile,서울특별시,1,4,0
18.0,,0,7.2,2,20,basic,mobile,울산광역시,1,4,1
30.0,60323895.0,8,5.2,0,5,basic,desktop,인천광역시,1,4,0
,58216084.0,0,6.1,3,10,premium,tablet,서울특별시,1,4,0
,39416930.0,0,7.4,0,16,basic,desktop,광주광역시,1,3,1
42.0,1307920.0,11,5.0,2,23,basic,tablet,부산광역시,0,3,1
,59853480.0,2,6.2,4,14,basic,tablet,서울특별시,1,3,1
,6388262.0,16,5.0,2,20,premium,mobile,울산광역시,0,0,0
25.0,50898646.0,5,5.2,7,28,basic,tablet,광주광역시,1,4,0
,3247509.0,16,5.9,0,14,basic,tablet,서울특별시,1,16,0
,54680931.0,16,9.7,1,30,basic,mobile,대구광역시,1,0,0
,62874056.0,2,13.1,2,14,premium,desktop,서울특별시,0,4,1
50.0,31055555.0,1,3.3,1,20,basic,tablet,울산광역시,0,0,1
43.0,444203.0,18,4.8,1,28,premium,desktop,대구광역시,1,3,0
32.0,41488290.0,1,3.9,3,26,basic,mobile,부산광역시,1,4,1
,77022926.0,12,4.8,2,11,premium,tablet,서울특별시,0,1,0
37.0,80332611.0,15,6.8,3,25,premium,mobile,경기도,1,5,0
18.0,19155885.0,0,10.3,1,25,premium,mobile,경기도,0,1,1
32.0,47105279.0,14,6.8,3,12,premium,mobile,울산광역시,1,5,0
28.0,23268273.0,0,4.3,2,27,basic,tablet,광주광역시,1,19,1
24.0,14854413.0,2,5.3,3,19,basic,mobile,부산광역시,1,14,1
32.0,1771923.0,8,6.0,2,3,premium,desktop,부산광역시,0,6,0
,2603852.0,26,3.8,7,21,basic,mobile,대전광역시,1,15,0
41.0,69509381.0,23,7.2,4,11,basic,tablet,대구광역시,1,5,0
29.0,63017081.0,8,4.5,7,15,premium,tablet,부산광역시,1,17,0
40.0,53411076.0,13,6.8,2,16,basic,tablet,경기도,0,4,1
48.0,36652328.0,12,7.6,1,1,basic,desktop,서울특별시,0,4,1
44.0,35588306.0,24,6.2,4,2,premium,tablet,서울특별시,0,3,0
35.0,11270638.0,10,5.7,2,25,premium,desktop,경기도,1,1,0
28.0,104483324.0,5,14.8,5,3,premium,mobile,대구광역시,1,3,0
41.0,3783762.0,2,8.9,2,24,basic,desktop,서울특별시,1,5,1
38.0,34481030.0,0,4.7,2,22,basic,mobile,울산광역시,1,4,1
43.0,13253338.0,7,8.5,1,28,premium,mobile,대전광역시,1,4,0
,56388664.0,18,5.9,1,13,premium,mobile,대구광역시,1,19,0
45.0,33940003.0,12,6.2,5,23,basic,tablet,인천광역시,1,18,0
29.0,38235185.0,6,4.2,2,20,vip,desktop,대구광역시,1,5,0
48.0,60327439.0,12,3.6,3,20,basic,tablet,광주광역시,1,5,0
36.0,46482386.0,5,3.4,2,24,basic,tablet,광주광역시,0,2,1
55.0,,2,4.9,4,28,basic,desktop,대전광역시,1,12,1
,4002258.0,5,3.4,3,11,vip,mobile,서울특별시,1,12,0
52.0,42700532.0,27,4.5,5,12,basic,desktop,경기도,1,2,0
,49846915.0,2,3.8,2,10,basic,tablet,인천광역시,1,3,1
28.0,50950750.0,8,5.1,2,11,premium,desktop,광주광역시,1,6,0
30.0,39074145.0,12,6.6,4,2,basic,mobile,광주광역시,1,0,1
31.0,36311177.0,0,3.1,3,30,basic,tablet,광주광역시,0,5,1
39.0,13506949.0,7,13.0,2,18,basic,desktop,서울특별시,1,5,0
40.0,4690546.0,4,4.8,3,0,basic,mobile,부산광역시,1,2,1
29.0,4207562.0,3,4.2,2,19,basic,tablet,부산광역시,0,2,1
34.0,72729771.0,16,4.7,7,28,premium,tablet,대전광역시,1,0,0
56.0,1916453.0,8,9.0,2,16,basic,mobile,부산광역시,0,0,1
52.0,18371353.0,12,5.0,5,28,premium,desktop,대전광역시,1,0,0
39.0,36486183.0,4,4.0,2,27,vip,mobile,서울특별시,0,1,1
,34809716.0,13,5.3,2,15,premium,tablet,울산광역시,0,1,0
36.0,1200205.0,10,3.4,5,21,premium,mobile,부산광역시,0,0,0
41.0,43313070.0,13,9.2,3,16,vip,tablet,울산광역시,1,8,0
,42444164.0,0,6.3,5,20,vip,mobile,대전광역시,1,2,0
32.0,57889059.0,6,4.0,2,12,basic,desktop,대구광역시,0,18,1
18.0,53658364.0,0,5.6,3,12,basic,mobile,서울특별시,1,15,1
38.0,32105399.0,16,3.8,0,5,vip,tablet,서울특별시,1,2,0
41.0,2214547.0,3,6.2,3,23,premium,desktop,인천광역시,1,5,0
30.0,8142689.0,9,6.7,3,12,basic,tablet,광주광역시,1,0,0
50.0,1120088.0,2,6.7,4,21,vip,desktop,인천광역시,1,1,0
22.0,35285799.0,3,5.3,2,28,basic,tablet,울산광역시,1,5,1
20.0,6145931.0,1,4.8,2,0,basic,tablet,부산광역시,0,0,1
37.0,71504375.0,14,3.2,3,3,basic,tablet,서울특별시,1,0,1
45.0,52871760.0,25,3.8,7,18,basic,desktop,경기도,1,4,0
,59932531.0,0,10.8,3,19,basic,tablet,울산광역시,0,3,1
30.0,27520467.0,10,4.0,0,11,basic,mobile,대전광역시,0,4,1
45.0,67913217.0,4,4.6,4,23,basic,tablet,서울특별시,1,0,1
34.0,69516530.0,6,14.9,3,15,basic,tablet,부산광역시,1,1,0
33.0,20024825.0,11,7.4,5,29,premium,desktop,대전광역시,1,16,0
43.0,39420249.0,19,3.8,6,3,basic,tablet,광주광역시,1,2,1
,3991531.0,5,3.4,3,13,vip,tablet,인천광역시,0,11,0
,59665826.0,1,6.2,3,25,premium,tablet,광주광역시,1,4,0
,6607526.0,2,5.2,3,5,premium,tablet,경기도,1,0,0
,45417508.0,9,11.7,4,20,basic,tablet,경기도,0,0,1
,41039284.0,9,6.5,1,24,vip,mobile,부산광역시,0,5,0
38.0,3220836.0,20,5.6,4,21,basic,mobile,인천광역시,1,5,0
39.0,67957677.0,21,6.6,4,2,basic,desktop,인천광역시,0,5,1
37.0,38434367.0,3,5.2,5,15,premium,desktop,광주광역시,0,4,1
29.0,15004102.0,2,,2,17,premium,mobile,경기도,1,5,0
28.0,38274918.0,4,8.4,2,3,basic,desktop,광주광역시,0,1,1
34.0,5761863.0,0,5.9,2,30,basic,mobile,서울특별시,0,1,1
,62278919.0,20,5.3,4,18,basic,mobile,울산광역시,0,3,1
40.0,63829045.0,20,3.7,1,13,basic,desktop,경기도,1,3,0
31.0,62771149.0,11,3.6,4,23,basic,desktop,서울특별시,1,4,0
42.0,30263038.0,15,14.8,0,20,vip,tablet,광주광역시,1,1,0
18.0,2068098.0,0,5.0,7,15,vip,mobile,대전광역시,1,4,0
46.0,14114942.0,15,4.5,2,23,vip,mobile,경기도,0,2,0
,50623127.0,0,4.5,6,22,basic,mobile,경기도,1,3,1
31.0,33894607.0,11,4.4,0,12,basic,desktop,부산광역시,1,2,0
23.0,12291589.0,5,3.6,2,4,basic,mobile,광주광역시,0,2,1
22.0,39277891.0,2,3.3,5,12,premium,mobile,대전광역시,1,1,0
,76917872.0,15,3.0,3,28,basic,desktop,울산광역시,1,1,0
,73172621.0,0,5.6,2,24,premium,mobile,서울특별시,1,3,0
38.0,59061461.0,19,6.9,3,3,premium,mobile,인천광역시,1,3,0
34.0,16805033.0,9,4.3,2,19,vip,tablet,대전광역시,0,5,0
39.0,3129582.0,1,4.3,4,3,basic,tablet,부산광역시,1,2,1
35.0,61481562.0,13,,2,4,premium,tablet,서울특별시,0,4,1
22.0,72165804.0,3,5.8,3,1,basic,mobile,부산광역시,1,17,1
44.0,53682480.0,2,9.1,2,1,basic,tablet,부산광역시,1,0,1
30.0,46172192.0,0,6.3,2,13,basic,desktop,인천광역시,1,1,1
19.0,24430670.0,1,12.2,6,21,basic,tablet,대전광역시,1,14,1
30.0,9584332.0,10,6.2,4,25,basic,desktop,서울특별시,0,7,1
50.0,62351347.0,23,3.1,1,29,basic,desktop,광주광역시,1,1,0
43.0,64184501.0,19,6.2,5,12,vip,desktop,부산광역시,0,4,0
31.0,57565475.0,2,3.1,2,0,basic,mobile,부산광역시,0,0,1
31.0,41880513.0,12,3.1,1,23,premium,desktop,인천광역시,1,7,0
31.0,20347676.0,10,13.5,1,10,vip,mobile,대전광역시,1,5,0
,7523924.0,19,6.5,1,28,basic,desktop,서울특별시,1,5,0
38.0,,15,3.9,0,1,basic,mobile,대전광역시,1,1,1
,8435355.0,19,3.9,3,4,basic,desktop,부산광역시,1,5,1
45.0,59278345.0,1,3.1,4,12,basic,desktop,부산광역시,1,4,1
37.0,79785146.0,3,5.7,4,30,basic,mobile,대구광역시,0,18,1
32.0,51852938.0,10,9.3,8,3,basic,tablet,대구광역시,1,4,1
33.0,46749023.0,11,4.2,2,28,basic,desktop,부산광역시,1,1,0
34.0,46111672.0,3,5.3,1,18,premium,desktop,대전광역시,1,3,0
34.0,51865771.0,16,,4,28,basic,tablet,울산광역시,1,2,0
,5858531.0,0,3.8,3,13,premium,desktop,경기도,1,2,0
35.0,10600992.0,0,15.0,5,18,basic,mobile,대전광역시,1,0,1
42.0,56762185.0,4,3.7,2,2,basic,mobile,대전광역시,1,12,1
,53145290.0,11,4.7,4,26,basic,desktop,인천광역시,1,1,0
35.0,56863129.0,5,5.3,1,3,premium,desktop,광주광역시,1,3,0
18.0,56506214.0,0,4.1,6,18,premium,mobile,대구광역시,0,4,1
44.0,23421549.0,5,4.4,4,17,premium,tablet,대구광역시,1,1,0
38.0,4273740.0,16,3.2,5,0,basic,desktop,경기도,0,5,1
44.0,39934777.0,25,3.2,3,24,premium,mobile,울산광역시,0,5,0
18.0,,0,5.4,2,21,basic,tablet,서울특별시,1,3,1
55.0,33433222.0,31,4.4,2,14,basic,desktop,광주광역시,1,9,0
33.0,56503124.0,7,3.5,1,18,basic,desktop,대구광역시,0,0,1
46.0,8887125.0,11,4.4,4,15,basic,tablet,광주광역시,1,3,0
,24770468.0,6,11.8,3,24,premium,desktop,광주광역시,1,4,0
41.0,57170567.0,18,5.3,2,24,premium,desktop,서울특별시,1,5,0
24.0,2801959.0,4,5.3,2,29,basic,mobile,부산광역시,1,1,1
,52097320.0,4,5.2,1,13,vip,tablet,경기도,1,3,0
54.0,11192494.0,25,5.4,1,16,basic,desktop,울산광역시,1,4,0
33.0,63283656.0,3,4.1,1,18,basic,mobile,부산광역시,1,3,1
37.0,76725271.0,16,3.5,5,21,vip,desktop,대구광역시,0,5,0
43.0,3176618.0,8,3.1,1,16,basic,mobile,경기도,1,1,0
39.0,49212892.0,20,6.4,3,17,premium,desktop,서울특별시,1,3,0
,45854970.0,17,4.8,1,15,basic,desktop,대구광역시,1,2,0
38.0,56506245.0,1,5.9,2,17,premium,desktop,대구광역시,1,1,0
59.0,53235031.0,10,3.8,1,0,premium,desktop,대전광역시,0,0,1
,8237268.0,16,5.8,2,3,basic,desktop,부산광역시,1,3,1
37.0,2118195.0,17,6.1,4,22,premium,tablet,서울특별시,1,0,0
45.0,767098.0,14,6.7,2,15,vip,tablet,경기도,1,3,0
46.0,14939307.0,6,3.2,2,13,basic,tablet,광주광역시,0,0,1
46.0,56888062.0,15,9.9,2,13,basic,mobile,부산광역시,1,6,0
41.0,63766522.0,0,3.4,0,1,premium,tablet,대구광역시,0,19,1
23.0,45344057.0,3,5.9,3,27,basic,desktop,대구광역시,1,2,1
,40147467.0,17,3.9,1,29,vip,desktop,인천광역시,0,1,0
23.0,33825274.0,2,5.3,5,24,basic,tablet,서울특별시,1,0,1
38.0,3717835.0,7,6.3,2,12,basic,mobile,광주광역시,1,13,0
27.0,34403101.0,6,4.2,3,18,premium,desktop,광주광역시,1,1,0
34.0,77729946.0,1,4.1,2,11,basic,mobile,대구광역시,1,3,1
38.0,30385361.0,11,6.1,0,29,basic,desktop,경기도,1,3,0
38.0,11368300.0,15,3.3,3,11,basic,mobile,울산광역시,1,5,0
39.0,17834273.0,8,6.2,3,20,premium,mobile,인천광역시,1,0,0
51.0,12995448.0,10,9.6,3,17,basic,mobile,인천광역시,0,2,1
,52635105.0,14,6.4,3,16,basic,desktop,서울특별시,0,13,1
,5157581.0,2,4.8,4,0,premium,desktop,울산광역시,1,4,1
44.0,29273462.0,22,3.3,0,13,premium,tablet,울산광역시,0,4,0
46.0,4540100.0,20,3.3,4,21,basic,mobile,경기도,1,5,0
22.0,72592208.0,4,6.1,6,24,basic,mobile,대구광역시,0,1,1
40.0,43417250.0,20,3.7,3,4,basic,desktop,경기도,0,18,1
42.0,32914077.0,12,5.6,2,11,premium,mobile,대구광역시,1,1,0
32.0,0.0,1,6.1,1,22,basic,mobile,울산광역시,1,0,1
48.0,35288527.0,5,5.7,3,2,basic,desktop,경기도,1,3,1
,2772686.0,5,6.3,7,25,basic,desktop,대구광역시,0,3,1
36.0,73986848.0,11,5.4,4,29,basic,desktop,서울특별시,1,4,0
33.0,60097005.0,3,6.2,2,21,premium,desktop,광주광역시,0,0,1
,54576281.0,4,4.0,3,27,basic,desktop,부산광역시,1,4,1
,43998205.0,6,7.3,1,18,basic,desktop,인천광역시,1,0,0
,41252514.0,1,4.4,3,23,basic,mobile,광주광역시,0,5,1
50.0,71084713.0,5,3.0,4,30,basic,desktop,부산광역시,0,18,1
26.0,11003692.0,4,6.1,3,13,basic,tablet,경기도,1,0,1
25.0,18460989.0,3,6.1,2,21,premium,mobile,울산광역시,1,5,0
18.0,1652920.0,0,12.9,3,30,basic,tablet,경기도,0,1,1
28.0,37126759.0,2,5.4,2,20,basic,desktop,울산광역시,0,3,1
21.0,7268679.0,2,10.4,5,10,basic,desktop,경기도,1,5,1
51.0,58443659.0,7,3.1,5,18,basic,mobile,울산광역시,1,4,0
45.0,48388326.0,18,12.5,3,24,premium,desktop,경기도,1,2,0
28.0,48847018.0,4,6.3,2,16,premium,mobile,경기도,1,1,0
57.0,69702097.0,10,3.4,5,12,premium,mobile,광주광역시,1,3,0
44.0,1607077.0,17,5.5,3,21,basic,desktop,울산광역시,0,1,1
,77962992.0,9,3.0,3,17,basic,mobile,경기도,0,3,1
18.0,39930386.0,0,7.7,2,16,basic,mobile,광주광역시,0,2,1
57.0,3178396.0,27,5.9,2,10,premium,mobile,광주광역시,1,0,0
21.0,45781946.0,3,4.7,1,2,basic,desktop,광주광역시,1,4,1
18.0,10617095.0,0,3.7,3,22,basic,mobile,대구광역시,0,3,1
45.0,56668879.0,11,14.0,3,5,basic,tablet,광주광역시,0,5,1
59.0,12169176.0,27,3.2,2,28,basic,mobile,부산광역시,1,3,0
48.0,38703240.0,28,3.6,3,4,premium,mobile,부산광역시,1,3,0
40.0,33156279.0,7,5.7,3,28,basic,desktop,인천광역시,1,5,0
,87547576.0,18,9.9,4,15,basic,mobile,울산광역시,1,5,0
43.0,2032031.0,20,6.9,2,5,basic,desktop,대전광역시,0,2,1
42.0,60488186.0,15,5.2,6,0,premium,mobile,서울특별시,1,0,0
37.0,25885380.0,17,4.4,3,5,basic,tablet,부산광역시,1,9,0
36.0,8601936.0,8,3.7,2,12,basic,desktop,울산광역시,0,2,1
,2745601.0,3,3.8,2,29,vip,tablet,부산광역시,1,4,0
27.0,12364075.0,8,4.1,2,12,basic,mobile,부산광역시,0,4,1
32.0,0.0,8,6.2,3,11,basic,tablet,부산광역시,1,4,0
18.0,52492109.0,0,4.2,1,18,premium,mobile,서울특별시,1,8,0
34.0,32753878.0,1,4.4,2,22,basic,mobile,서울특별시,0,0,1
25.0,11621728.0,0,4.7,3,4,basic,mobile,대전광역시,0,0,1
23.0,4818354.0,0,5.8,5,14,basic,mobile,광주광역시,0,1,1
36.0,37167759.0,17,5.0,1,20,basic,mobile,대전광역시,1,17,0
48.0,45895585.0,10,6.2,4,24,premium,mobile,부산광역시,0,0,0
44.0,4738352.0,12,5.9,6,20,premium,desktop,부산광역시,1,3,0
19.0,42866983.0,1,13.2,0,12,basic,mobile,인천광역시,0,3,1
25.0,32099363.0,0,5.9,3,21,premium,mobile,인천광역시,1,2,0
44.0,22502443.0,15,10.9,3,27,premium,mobile,인천광역시,0,4,0
25.0,65269355.0,3,4.3,0,14,basic,tablet,울산광역시,0,5,1
32.0,3519756.0,1,6.7,4,3,basic,tablet,울산광역시,0,15,1
40.0,47319786.0,6,4.8,4,20,premium,desktop,인천광역시,1,3,0
,13764455.0,6,3.8,2,19,basic,tablet,광주광역시,0,3,1
36.0,40775838.0,5,4.7,2,23,basic,desktop,대구광역시,1,3,0
21.0,37622511.0,2,3.4,5,12,basic,mobile,인천광역시,0,2,1
,11131190.0,10,13.3,1,18,basic,mobile,인천광역시,1,5,0
,66769007.0,19,4.7,5,24,premium,desktop,경기도,1,5,0
19.0,32460271.0,0,6.0,1,30,basic,desktop,서울특별시,1,4,1
39.0,47747782.0,3,5.1,4,18,basic,desktop,대전광역시,1,0,1
34.0,24012581.0,6,14.7,3,28,basic,mobile,울산광역시,1,1,0
,44101984.0,10,4.5,4,2,premium,tablet,부산광역시,1,5,0
37.0,10171023.0,12,3.5,4,27,basic,mobile,광주광역시,1,1,0
48.0,5726876.0,26,7.2,0,11,premium,desktop,부산광역시,0,1,0
,7715040.0,2,6.7,0,10,basic,mobile,대구광역시,0,1,1
30.0,28876598.0,1,3.9,2,23,basic,mobile,광주광역시,1,4,1
,51156179.0,17,4.2,5,15,basic,mobile,대구광역시,1,5,0
40.0,65835413.0,4,12.4,2,3,premium,tablet,울산광역시,0,16,1
35.0,33542841.0,12,6.3,2,17,basic,tablet,울산광역시,1,2,0
35.0,40659923.0,12,6.0,2,27,premium,mobile,경기도,1,5,0
27.0,57538193.0,7,6.4,2,25,basic,mobile,울산광역시,1,4,0
28.0,5424181.0,7,4.5,4,3,vip,desktop,부산광역시,1,2,0
20.0,27602152.0,1,5.6,5,29,basic,mobile,서울특별시,1,1,1
52.0,47468228.0,11,4.7,4,16,basic,tablet,인천광역시,0,7,1
22.0,11415654.0,4,4.7,2,21,basic,tablet,울산광역시,1,0,1
28.0,48469154.0,1,6.6,4,16,basic,mobile,울산광역시,0,5,1
27.0,0.0,3,5.5,3,17,premium,tablet,부산광역시,0,3,1
,12505450.0,22,6.5,1,12,basic,tablet,울산광역시,1,1,0
32.0,6038672.0,13,4.6,5,28,premium,tablet,광주광역시,1,5,0
47.0,51749926.0,21,5.5,2,22,basic,mobile,울산광역시,1,3,0
28.0,4844469.0,9,4.3,4,22,premium,desktop,경기도,1,17,0
37.0,42303091.0,4,,2,19,premium,tablet,울산광역시,0,16,1
26.0,18849565.0,1,6.0,1,22,vip,desktop,인천광역시,1,2,0
56.0,63649438.0,13,6.9,3,16,basic,mobile,울산광역시,1,5,0
23.0,59600399.0,3,14.3,1,14,premium,desktop,광주광역시,1,5,0
38.0,55346188.0,1,4.6,0,10,basic,desktop,대구광역시,0,1,1
41.0,40082943.0,7,6.1,0,18,basic,desktop,광주광역시,1,1,0
39.0,8997144.0,15,4.2,3,28,premium,mobile,서울특별시,1,2,0
33.0,9610386.0,14,3.7,5,1,basic,mobile,대구광역시,1,5,1
33.0,12747871.0,6,5.2,2,29,basic,mobile,경기도,1,2,0
35.0,72633783.0,2,5.1,4,3,vip,mobile,대전광역시,1,19,1
33.0,15591690.0,12,5.6,2,1,premium,tablet,경기도,1,2,0
,28709234.0,3,4.1,4,26,basic,mobile,울산광역시,1,3,1
,3447989.0,38,7.2,2,1,basic,desktop,대전광역시,1,15,1
29.0,4473526.0,3,3.1,3,10,basic,desktop,울산광역시,1,19,1
21.0,,0,6.1,7,18,basic,mobile,부산광역시,1,4,1
34.0,6853831.0,16,8.8,5,10,premium,tablet,인천광역시,1,1,0
60.0,93711638.0,19,4.8,3,30,premium,tablet,인천광역시,0,3,0
26.0,30843731.0,8,5.2,0,26,vip,mobile,서울특별시,1,10,0
51.0,33752173.0,12,7.0,1,0,basic,tablet,광주광역시,1,7,1
,53503926.0,16,5.1,3,1,vip,desktop,울산광역시,1,5,0
29.0,20584015.0,1,3.5,3,25,premium,tablet,울산광역시,1,0,0
40.0,37457077.0,10,4.5,1,13,basic,tablet,부산광역시,1,0,0
,46012574.0,3,5.2,3,23,basic,mobile,대전광역시,1,0,1
31.0,66159405.0,11,4.5,1,29,basic,desktop,광주광역시,1,2,0
32.0,9910689.0,3,3.8,2,4,basic,tablet,대전광역시,1,1,1
29.0,2330792.0,10,5.8,2,5,basic,tablet,광주광역시,1,4,0
24.0,12828164.0,1,5.6,3,13,basic,desktop,서울특별시,1,1,1
28.0,11362589.0,5,3.3,4,18,basic,tablet,대전광역시,1,2,0
22.0,65456581.0,4,4.2,6,19,vip,desktop,대구광역시,1,3,0
35.0,69372033.0,7,3.3,2,26,premium,tablet,대전광역시,0,6,0
27.0,54605045.0,8,3.7,3,3,basic,mobile,대구광역시,1,9,1
37.0,54375990.0,0,4.4,1,19,basic,tablet,서울특별시,0,0,1
19.0,11070554.0,0,3.9,4,1,basic,tablet,서울특별시,1,5,1
38.0,57336958.0,14,6.7,6,17,basic,tablet,울산광역시,1,3,0
43.0,10275853.0,21,4.2,2,11,premium,desktop,서울특별시,1,19,0
18.0,49990872.0,0,3.9,2,15,basic,desktop,광주광역시,0,0,1
38.0,67949406.0,3,9.2,2,5,premium,mobile,대전광역시,1,3,0
,72741742.0,26,3.6,2,4,basic,mobile,대전광역시,1,1,1
22.0,2462235.0,3,4.9,5,17,basic,mobile,광주광역시,1,4,1
51.0,10050105.0,32,4.0,3,19,basic,mobile,부산광역시,0,0,1
39.0,1622611.0,11,4.2,4,13,premium,mobile,서울특별시,0,1,0
27.0,45335428.0,2,5.0,5,13,basic,desktop,광주광역시,1,4,1
34.0,3805032.0,14,3.9,6,26,vip,mobile,대구광역시,1,5,0
40.0,60041575.0,20,3.7,5,17,premium,tablet,대전광역시,1,4,0
35.0,48318103.0,9,5.9,1,3,basic,mobile,대전광역시,1,1,1
,0.0,0,6.5,5,5,premium,mobile,서울특별시,1,5,0
25.0,35524316.0,7,5.0,2,20,basic,mobile,대구광역시,1,4,0
36.0,14482498.0,2,3.1,2,20,premium,mobile,인천광역시,1,3,0
20.0,8893603.0,1,9.7,2,5,basic,desktop,부산광역시,0,3,1
,67811407.0,14,3.5,3,14,basic,mobile,인천광역시,1,2,0
,4042459.0,0,5.7,4,27,premium,desktop,부산광역시,1,0,0
27.0,69742641.0,9,6.0,2,26,basic,mobile,서울특별시,1,1,0
47.0,9007154.0,21,7.1,3,20,basic,desktop,대전광역시,1,2,0
45.0,19078918.0,0,4.8,2,4,premium,mobile,부산광역시,1,0,1
41.0,12151813.0,14,6.2,5,26,basic,tablet,광주광역시,1,1,0
24.0,69119796.0,2,3.1,2,18,basic,desktop,대구광역시,1,0,1
31.0,63870827.0,4,11.7,7,23,basic,desktop,대전광역시,1,2,1
47.0,40059627.0,19,3.1,2,24,basic,mobile,광주광역시,1,3,0
36.0,51301416.0,11,3.6,5,5,basic,desktop,서울특별시,1,5,0
58.0,1934327.0,15,6.4,4,30,premium,desktop,울산광역시,0,0,0
38.0,37711003.0,7,5.8,5,23,basic,desktop,인천광역시,1,19,0
36.0,64330828.0,13,3.1,2,19,basic,tablet,대구광역시,1,2,0
31.0,32037015.0,1,5.7,7,19,basic,mobile,서울특별시,1,11,1
36.0,36592753.0,0,4.2,6,13,basic,tablet,광주광역시,1,4,1
33.0,4479871.0,1,13.0,3,15,basic,tablet,광주광역시,1,2,1
,19504.0,23,11.8,4,13,basic,mobile,부산광역시,1,4,0
,52196214.0,11,12.1,6,24,premium,tablet,부산광역시,1,1,0
27.0,5323006.0,0,4.3,3,27,basic,tablet,인천광역시,1,2,1
21.0,47226848.0,1,6.9,3,25,basic,desktop,경기도,0,4,1
,27413782.0,0,4.5,4,28,premium,desktop,부산광역시,1,2,0
40.0,14199722.0,16,6.1,3,5,basic,mobile,부산광역시,1,2,0
23.0,75285526.0,4,5.5,7,27,basic,mobile,울산광역시,1,4,1
18.0,6768788.0,0,4.2,4,29,vip,tablet,부산광역시,0,2,1
38.0,2042891.0,6,7.0,6,5,basic,mobile,인천광역시,0,3,1
59.0,99269858.0,5,4.3,4,20,basic,mobile,서울특별시,1,1,0
34.0,6243747.0,5,14.4,5,17,premium,desktop,대전광역시,1,3,0
43.0,,21,8.0,7,21,premium,tablet,대구광역시,1,19,0
35.0,30013253.0,7,6.5,3,15,premium,desktop,서울특별시,1,1,0
,13157093.0,4,4.1,2,21,basic,desktop,대전광역시,1,1,1
44.0,61986021.0,14,4.9,3,5,basic,desktop,대전광역시,0,4,1
32.0,3012262.0,9,11.1,3,10,premium,tablet,서울특별시,1,1,0
37.0,7209333.0,6,5.6,3,3,premium,tablet,서울특별시,0,5,1
38.0,64915680.0,2,3.1,4,0,basic,tablet,광주광역시,0,3,1
28.0,57920540.0,8,5.7,2,24,premium,desktop,울산광역시,1,12,0
44.0,6157822.0,9,4.6,2,18,basic,mobile,대구광역시,1,1,0
,50736420.0,2,5.7,0,29,basic,tablet,대구광역시,0,2,1
27.0,29724387.0,5,7.0,2,17,vip,mobile,광주광역시,1,0,0
40.0,60288356.0,2,5.6,5,22,vip,desktop,대전광역시,0,2,1
26.0,46066496.0,0,6.6,3,29,premium,tablet,광주광역시,1,5,0
,43464337.0,0,10.1,3,29,basic,mobile,경기도,0,2,1
34.0,49506882.0,3,5.9,2,2,basic,tablet,대전광역시,0,4,1
,50604615.0,1,4.7,3,25,basic,desktop,부산광역시,0,3,1
39.0,14474650.0,10,6.1,2,0,premium,tablet,광주광역시,1,4,0
34.0,58866357.0,11,6.8,5,23,basic,desktop,인천광역시,0,15,1
