traveler_id,age,annual_income,travel_style,preferred_continent,last_login_date,device_ppi
user_00465,,3459,Balanced,Europe,2025-03-10,243
user_00466,70.0,18767,Balanced,Asia,2024-09-02,315
user_00467,33.0,9472,Relaxing,America,2025-04-28,597
user_00468,31.0,6763,Adventurous,America,2025-01-09,592
user_00469,,11481,Balanced,Asia,2024-10-06,427
user_00470,31.0,7255,Adventurous,Europe,2024-01-22,256
user_00471,40.0,9499,Balanced,Asia,2024-03-08,443
user_00472,20.0,3997,Balanced,Asia,2024-02-27,256
user_00473,73.0,13881,Balanced,Oceania,2025-06-10,342
user_00474,25.0,8031,Adventurous,Asia,2024-09-20,391
user_00475,35.0,14217,Balanced,Europe,2025-02-26,206
user_00476,30.0,4678,Balanced,Asia,2025-05-13,474
user_00477,47.0,13272,Relaxing,Oceania,2024-10-17,333
user_00478,38.0,5550,Balanced,Asia,2024-06-17,238
user_00479,18.0,5697,Adventurous,Asia,2025-07-13,392
user_00480,35.0,9233,Relaxing,Europe,2025-04-06,526
user_00481,49.0,9635,Relaxing,Europe,2025-08-30,224
user_00482,45.0,14998,Relaxing,Europe,2025-07-09,301
user_00483,34.0,4033,Relaxing,Europe,2024-12-18,350
user_00484,39.0,12487,Balanced,Asia,2024-08-27,416
user_00485,43.0,14692,Relaxing,Europe,2024-10-09,429
user_00486,29.0,7429,Adventurous,Europe,2025-03-24,466
user_00487,73.0,8449,Balanced,Europe,2025-08-04,361
user_00488,37.0,11802,Balanced,Asia,2024-03-06,486
user_00489,33.0,5221,Adventurous,America,2024-11-22,365
user_00490,21.0,8814,Adventurous,Oceania,2025-03-31,573
user_00491,29.0,6882,Relaxing,America,2025-04-21,569
user_00492,28.0,13901,Relaxing,Asia,2024-10-11,446
user_00493,47.0,17350,Relaxing,Europe,2024-01-31,373
user_00494,60.0,8628,Relaxing,Europe,2025-03-23,595
user_00495,32.0,4462,Relaxing,Asia,2024-08-01,208
user_00496,59.0,14729,Relaxing,Europe,2025-08-02,596
user_00497,59.0,9305,Relaxing,Europe,2024-01-25,475
user_00498,62.0,14087,Balanced,Asia,2025-01-07,258
user_00499,22.0,4778,Adventurous,Asia,2025-01-31,284
user_00500,42.0,3825,Adventurous,Asia,2024-12-02,349
user_00501,32.0,7803,Balanced,Asia,2024-10-06,520
user_00502,41.0,7938,Balanced,Asia,2025-07-12,259
user_00503,56.0,6259,Relaxing,Asia,2025-07-01,324
user_00504,40.0,6095,Adventurous,Asia,2024-07-16,240
user_00505,30.0,4337,Relaxing,America,2025-07-07,536
user_00506,50.0,10411,Relaxing,America,2025-04-23,372
user_00507,35.0,6361,Adventurous,Europe,2025-08-24,459
user_00508,43.0,6515,Adventurous,America,2025-08-02,525
user_00509,23.0,7562,Adventurous,Asia,2024-03-10,372
user_00510,36.0,4976,Relaxing,Europe,2025-05-19,385
user_00511,26.0,8978,Relaxing,Asia,2024-04-19,440
user_00512,26.0,14437,Relaxing,America,2025-01-16,538
user_00513,44.0,4361,Adventurous,Asia,2025-01-31,293
user_00514,19.0,3786,Adventurous,Asia,2025-02-12,262
user_00515,,8854,Balanced,Asia,2024-12-16,420
user_00516,32.0,11200,Balanced,Oceania,2025-06-17,207
user_00517,36.0,10067,Relaxing,Asia,2025-05-15,412
user_00518,,5112,Adventurous,Asia,2025-02-24,408
user_00519,33.0,5210,Balanced,Asia,2025-07-10,408
user_00520,73.0,8977,Relaxing,America,2024-04-20,575
user_00521,38.0,6529,Relaxing,Europe,2024-07-27,284
user_00522,66.0,16006,Relaxing,Europe,2025-03-14,406
user_00523,25.0,5407,Adventurous,Europe,2024-06-26,546
user_00524,30.0,5316,Balanced,Europe,2025-02-28,352
user_00525,27.0,4610,Adventurous,Asia,2024-11-23,360
user_00526,,14294,Relaxing,Asia,2024-01-11,315
user_00527,30.0,14191,Relaxing,America,2024-09-08,561
user_00528,,14221,Relaxing,Europe,2024-08-22,450
user_00529,33.0,9493,Balanced,Oceania,2024-09-10,599
user_00530,28.0,3904,Balanced,America,2025-07-19,382
user_00531,24.0,42817,Adventurous,Europe,2025-04-22,363
user_00532,34.0,4136,Adventurous,Europe,2024-05-08,527
user_00533,44.0,7710,Adventurous,America,2025-06-15,279
user_00534,35.0,6311,Relaxing,Asia,2024-04-09,206
user_00535,41.0,3105,Balanced,Asia,2024-10-16,524
user_00536,,7794,Balanced,Europe,2025-07-22,286
user_00537,39.0,7459,Balanced,Asia,2024-08-13,207
user_00538,54.0,19384,Relaxing,Asia,2024-05-04,586
user_00539,36.0,7588,Relaxing,Oceania,2025-03-13,569
user_00540,45.0,18382,Relaxing,America,2025-07-17,235
user_00541,,3698,Adventurous,Europe,2024-12-12,450
user_00542,47.0,7747,Balanced,Europe,2024-07-01,299
user_00543,68.0,9166,Relaxing,Asia,2024-12-16,278
user_00544,58.0,14141,Relaxing,Europe,2025-05-29,485
user_00545,35.0,5459,Relaxing,Europe,2025-01-12,470
user_00546,57.0,10870,Balanced,America,2025-04-09,420
user_00547,38.0,7147,Balanced,Oceania,2024-12-05,395
user_00548,53.0,11331,Relaxing,Asia,2024-05-20,425
user_00549,52.0,8090,Relaxing,Asia,2024-04-20,286
user_00550,25.0,3208,Adventurous,Europe,2024-09-17,257
user_00551,38.0,9041,Relaxing,Europe,2024-07-06,369
user_00552,40.0,8407,Adventurous,Asia,2025-01-05,296
user_00553,52.0,13786,Relaxing,America,2024-12-23,345
user_00554,,14921,Relaxing,Oceania,2024-09-29,588
user_00555,44.0,6506,Adventurous,Oceania,2025-08-26,592
user_00556,32.0,7585,Relaxing,America,2025-03-24,557
user_00557,68.0,8142,Relaxing,Oceania,2025-02-20,570
user_00558,44.0,15692,Balanced,Oceania,2025-01-22,592
user_00559,42.0,7761,Adventurous,Europe,2024-12-03,217
user_00560,57.0,12533,Balanced,Asia,2024-11-06,383
user_00561,,9098,Balanced,Asia,2024-11-24,342
user_00562,,6121,Relaxing,Asia,2024-02-16,533
user_00563,39.0,10313,Relaxing,Europe,2024-05-28,261
user_00564,57.0,7076,Balanced,America,2024-12-15,362
user_00565,58.0,17389,Balanced,Europe,2024-11-18,239
user_00566,31.0,4709,Relaxing,Asia,2024-04-29,378
user_00567,64.0,19982,Relaxing,Asia,2025-02-01,434
user_00568,52.0,4738,Balanced,Asia,2024-07-15,579
user_00569,40.0,7443,Adventurous,Asia,2025-02-16,259
user_00570,67.0,10271,Relaxing,Asia,2025-03-14,427
user_00571,42.0,10087,Relaxing,Asia,2024-02-06,438
user_00572,36.0,7278,Balanced,Asia,2024-07-05,255
user_00573,48.0,14682,Relaxing,Europe,2025-02-23,433
user_00574,52.0,9081,Balanced,Asia,2025-04-04,283
user_00575,24.0,4146,Adventurous,Europe,2024-04-19,402
user_00576,34.0,6996,Adventurous,Europe,2024-07-05,240
user_00577,49.0,19548,Relaxing,Asia,2025-04-15,216
user_00578,37.0,3824,Adventurous,Europe,2024-03-18,304
user_00579,43.0,14815,Balanced,Asia,2025-01-08,224
user_00580,32.0,17578,Relaxing,Asia,2024-11-25,581
user_00581,27.0,8545,Relaxing,Oceania,2024-05-04,292
user_00582,20.0,7287,Adventurous,Europe,2024-11-11,414
user_00583,31.0,14335,Balanced,Europe,2024-11-15,592
user_00584,45.0,13081,Balanced,America,2025-04-19,383
user_00585,31.0,13992,Relaxing,Oceania,2025-05-03,416
user_00586,32.0,19353,Balanced,Asia,2025-05-28,350
user_00587,38.0,9468,Balanced,America,2024-11-29,573
user_00588,,11760,Relaxing,America,2024-03-11,457
user_00589,42.0,19771,Balanced,Asia,2025-04-09,500
user_00590,,6490,Balanced,America,2025-01-10,318
user_00591,44.0,18852,Relaxing,Asia,2024-01-08,333
user_00592,49.0,6130,Relaxing,Europe,2024-06-12,406
user_00593,67.0,13769,Balanced,Europe,2024-10-21,462
user_00594,63.0,14950,Relaxing,Asia,2024-12-23,521
user_00595,35.0,8144,Adventurous,America,2024-03-21,389
user_00596,51.0,6796,Relaxing,America,2024-10-01,357
user_00597,34.0,11748,Relaxing,Oceania,2025-06-23,275
user_00598,66.0,11269,Relaxing,Asia,2024-02-16,251
user_00599,73.0,7650,Relaxing,Asia,2025-01-26,425
user_00600,30.0,18467,Balanced,America,2025-07-20,293
user_00601,39.0,9191,Relaxing,Asia,2024-03-19,491
user_00602,72.0,6027,Relaxing,Europe,2025-05-27,490
user_00603,45.0,12260,Balanced,America,2024-01-23,521
user_00604,75.0,8750,Balanced,Asia,2024-08-15,377
user_00605,37.0,16896,Relaxing,Asia,2025-03-13,586
user_00606,54.0,14136,Relaxing,Europe,2024-10-24,305
user_00607,41.0,10357,,Asia,2024-09-16,275
user_00608,,17917,Relaxing,Europe,2024-01-10,203
user_00609,42.0,8664,Relaxing,Asia,2024-06-06,510
user_00610,35.0,13876,Relaxing,Asia,2024-06-06,386
user_00611,,9109,Balanced,America,2024-11-15,219
user_00612,43.0,7336,Adventurous,Europe,2024-07-20,474
user_00613,30.0,4746,Relaxing,Europe,2024-04-30,335
user_00614,,17887,Relaxing,Asia,2024-05-18,226
user_00615,39.0,3293,,Europe,2025-07-20,335
user_00616,19.0,3921,Adventurous,Oceania,2024-12-04,217
user_00617,35.0,8921,Relaxing,Europe,2024-09-16,484
user_00618,34.0,7433,Balanced,Europe,2025-03-08,501
user_00619,26.0,6198,Balanced,Asia,2024-02-13,586
user_00620,57.0,11148,Relaxing,Europe,2024-06-07,592
user_00621,47.0,14111,Balanced,America,2024-12-20,337
user_00622,42.0,9536,Balanced,America,2024-04-07,431
user_00623,72.0,12863,Balanced,Europe,2025-06-21,539
user_00624,57.0,6711,Balanced,Oceania,2024-08-26,456
user_00625,30.0,11018,Relaxing,Asia,2025-04-19,418
user_00626,47.0,18366,Balanced,Europe,2025-06-07,331
user_00627,56.0,11197,Relaxing,Asia,2025-07-10,556
user_00628,51.0,5702,Relaxing,Europe,2025-01-26,455
user_00629,61.0,17383,Relaxing,Asia,2024-01-09,295
user_00630,38.0,15975,Balanced,Oceania,2025-05-27,473
user_00631,56.0,11655,Relaxing,America,2025-01-23,533
user_00632,24.0,47432,Adventurous,Asia,2024-07-28,500
user_00633,41.0,10324,Relaxing,Europe,2024-02-23,567
user_00634,32.0,7873,Relaxing,America,2024-05-31,214
user_00635,62.0,19849,Balanced,Asia,2025-02-13,378
user_00636,33.0,13668,Relaxing,Asia,2024-01-10,459
user_00637,47.0,4265,Relaxing,Asia,2025-07-05,287
user_00638,63.0,10830,Balanced,Asia,2025-07-09,293
user_00639,32.0,11458,Relaxing,Europe,2024-09-24,532
user_00640,55.0,15771,Balanced,Europe,2025-03-26,594
user_00641,37.0,7619,Balanced,Europe,2025-08-16,227
user_00642,35.0,12138,Balanced,Europe,2024-07-15,384
user_00643,,17158,Balanced,Oceania,2025-02-01,274
user_00644,53.0,12680,Balanced,America,2024-02-21,253
user_00645,68.0,18507,Balanced,Europe,2025-04-13,520
user_00646,35.0,8057,Balanced,Asia,2025-01-02,246
user_00647,35.0,10259,Relaxing,Asia,2025-01-08,447
user_00648,32.0,14286,Relaxing,Asia,2024-02-28,433
user_00649,25.0,8289,Adventurous,America,2024-10-20,317
user_00650,32.0,12292,Balanced,Asia,2024-04-19,459
user_00651,49.0,11985,Balanced,Asia,2025-06-25,429
user_00652,52.0,14346,Relaxing,America,2024-04-16,489
user_00653,58.0,9078,Relaxing,Europe,2024-10-23,440
user_00654,56.0,11202,Relaxing,America,2024-04-04,531
user_00655,39.0,7048,Relaxing,America,2025-04-16,381
user_00656,,13872,Balanced,Asia,2024-03-19,516
user_00657,41.0,13839,Relaxing,Oceania,2024-09-06,300
user_00658,42.0,12859,Balanced,Asia,2024-12-04,447
user_00659,53.0,9611,Relaxing,Oceania,2024-02-26,548
user_00660,33.0,10009,Relaxing,Europe,2024-05-26,557
user_00661,64.0,6114,Balanced,America,2024-01-17,312
user_00662,20.0,8489,Adventurous,America,2025-01-02,420
user_00663,37.0,12626,Relaxing,Europe,2024-07-07,538
user_00664,75.0,12325,Balanced,Europe,2024-09-04,347
user_00665,43.0,8818,Balanced,Oceania,2024-05-29,586
user_00666,74.0,6468,Balanced,Oceania,2024-07-31,495
user_00667,73.0,6425,Relaxing,Europe,2024-08-04,396
user_00668,53.0,14141,Balanced,Europe,2024-01-06,268
user_00669,70.0,7575,Balanced,Asia,2025-08-09,487
user_00670,30.0,16057,Balanced,America,2025-01-29,223
user_00671,72.0,6833,Balanced,Europe,2024-10-30,568
user_00672,41.0,5128,Adventurous,America,2025-07-11,570
user_00673,52.0,9703,Relaxing,Europe,2025-02-14,385
user_00674,33.0,6361,Balanced,Asia,2025-02-06,369
user_00675,27.0,11541,Relaxing,Asia,2025-01-14,490
user_00676,20.0,5176,Balanced,Asia,2025-03-27,231
user_00677,57.0,11821,Balanced,Europe,2024-08-16,500
user_00678,57.0,16362,Balanced,Asia,2025-05-19,375
user_00679,34.0,7710,Adventurous,Europe,2025-08-17,563
user_00680,,7994,Adventurous,Asia,2024-05-24,541
user_00681,38.0,6080,Adventurous,Asia,2024-02-19,376
user_00682,66.0,14795,Balanced,Asia,2025-02-27,489
user_00683,55.0,6212,Balanced,Asia,2024-04-09,343
user_00684,25.0,8682,Relaxing,Asia,2024-12-08,210
user_00685,30.0,8516,Adventurous,America,2025-06-09,346
user_00686,,12343,Relaxing,Asia,2024-01-13,547
user_00687,36.0,11689,Relaxing,Asia,2024-06-20,509
user_00688,45.0,18827,Relaxing,Oceania,2025-05-03,394
user_00689,42.0,8693,Balanced,Asia,2024-12-24,275
user_00690,42.0,7758,Balanced,America,2024-04-15,359
user_00691,52.0,11780,Balanced,Oceania,2024-07-07,299
user_00692,28.0,5567,Relaxing,Europe,2025-06-12,315
user_00693,40.0,12403,Relaxing,Europe,2024-02-19,579
user_00694,,17260,Balanced,Asia,2024-09-05,282
user_00695,64.0,14973,Balanced,Europe,2025-02-13,511
user_00696,53.0,8191,Relaxing,Europe,2025-01-25,262
user_00697,75.0,17622,Relaxing,Asia,2025-01-13,331
user_00698,57.0,11156,Relaxing,Asia,2024-08-14,447
user_00699,73.0,6840,Balanced,America,2025-08-13,594
user_00700,36.0,10517,Relaxing,Asia,2024-07-31,330
user_00701,31.0,9135,Relaxing,America,2025-06-12,566
user_00702,55.0,18299,Balanced,Europe,2024-12-11,357
user_00703,69.0,7500,Balanced,Asia,2025-02-22,415
user_00704,,19605,Balanced,Asia,2024-03-24,525
user_00705,54.0,14121,Relaxing,Asia,2024-07-15,233
user_00706,21.0,6671,Adventurous,Europe,2025-06-13,574
user_00707,30.0,11926,Relaxing,Asia,2024-08-08,531
user_00708,23.0,5598,Adventurous,Europe,2024-06-24,497
user_00709,52.0,17654,Relaxing,Europe,2025-08-06,478
user_00710,37.0,12785,Relaxing,America,2025-08-25,495
user_00711,32.0,6830,Adventurous,Asia,2024-11-17,214
user_00712,53.0,5609,Relaxing,Europe,2025-06-18,314
user_00713,52.0,13067,Balanced,Asia,2025-01-28,256
user_00714,51.0,10714,Relaxing,Asia,2025-07-24,566
user_00715,59.0,12457,Relaxing,Asia,2024-11-19,341
user_00716,43.0,6383,Adventurous,America,2024-03-25,406
user_00717,35.0,6540,Adventurous,Oceania,2025-03-02,339
user_00718,22.0,3393,Adventurous,Asia,2024-09-24,306
user_00719,52.0,15740,Balanced,Europe,2024-04-21,572
user_00720,36.0,11763,Relaxing,Asia,2025-02-01,490
user_00721,44.0,5618,Adventurous,Europe,2024-02-21,277
user_00722,50.0,13188,Relaxing,Asia,2024-03-24,201
user_00723,68.0,12396,Balanced,Europe,2025-02-28,473
user_00724,56.0,9231,Balanced,Europe,2024-01-21,234
user_00725,38.0,14411,Balanced,Europe,2024-02-25,464
user_00726,44.0,7669,Adventurous,Asia,2024-10-17,594
user_00727,73.0,18075,Balanced,Europe,2025-01-07,417
user_00728,39.0,4063,Adventurous,Europe,2024-01-08,266
user_00729,53.0,8589,Balanced,Asia,2024-05-03,268
user_00730,69.0,8006,Relaxing,Asia,2024-04-10,423
user_00731,71.0,12783,Relaxing,America,2024-04-02,560
user_00732,41.0,6261,Balanced,America,2025-01-19,493
user_00733,52.0,6894,Relaxing,Asia,2024-03-20,525
user_00734,49.0,7417,Relaxing,Europe,2024-10-24,402
user_00735,35.0,18511,Balanced,Europe,2024-01-31,280
user_00736,38.0,6811,,Oceania,2025-01-12,265
user_00737,,14471,Balanced,Oceania,2024-11-25,496
user_00738,34.0,6351,Adventurous,Europe,2024-10-25,479
user_00739,46.0,11880,Relaxing,Asia,2024-10-08,460
user_00740,50.0,15949,,Europe,2024-01-12,476
user_00741,41.0,10581,Relaxing,America,2024-03-09,205
user_00742,69.0,13796,Relaxing,Oceania,2025-06-06,331
user_00743,57.0,9651,Relaxing,Asia,2024-01-23,464
user_00744,41.0,5806,Relaxing,America,2024-12-02,524
user_00745,52.0,15564,Balanced,Europe,2025-03-02,267
user_00746,26.0,5311,Adventurous,Asia,2024-07-27,325
user_00747,66.0,13602,Balanced,Europe,2024-08-02,592
user_00748,47.0,14183,Relaxing,Asia,2025-02-26,514
user_00749,,7625,Balanced,Europe,2024-03-13,370
user_00750,44.0,12223,Balanced,Europe,2025-08-28,535
user_00751,70.0,8085,Relaxing,Oceania,2024-09-30,228
user_00752,34.0,4363,Adventurous,Oceania,2024-08-20,375
user_00753,40.0,4792,Relaxing,Asia,2024-02-10,506
user_00754,70.0,16732,Balanced,Asia,2024-10-15,491
user_00755,35.0,13775,Balanced,America,2025-07-08,531
user_00756,32.0,8996,Adventurous,Europe,2024-09-26,304
user_00757,,6780,Relaxing,America,2025-03-14,244
user_00758,55.0,8497,Relaxing,Asia,2024-11-09,300
user_00759,38.0,6919,,America,2025-05-24,425
user_00760,22.0,6012,Adventurous,Europe,2025-01-28,303
user_00761,43.0,19430,Relaxing,Asia,2024-01-28,461
user_00762,,18374,Balanced,Asia,2024-09-26,452
user_00763,69.0,12223,Balanced,America,2025-04-11,364
user_00764,56.0,8635,Relaxing,Europe,2024-03-14,491
user_00765,64.0,12626,Balanced,Oceania,2024-09-02,411
user_00766,42.0,10738,Relaxing,America,2025-02-13,343
user_00767,34.0,3235,Balanced,Asia,2025-05-12,435
user_00768,,3637,Adventurous,Europe,2025-02-21,221
user_00769,47.0,19894,Balanced,Asia,2024-07-29,268
user_00770,19.0,7274,Balanced,Europe,2024-08-10,268
user_00771,74.0,14676,Balanced,Asia,2024-12-25,445
user_00772,32.0,6472,Adventurous,Europe,2025-08-04,262
user_00773,30.0,14216,Balanced,Europe,2024-01-20,436
user_00774,65.0,16006,Relaxing,Asia,2025-02-26,530
user_00775,23.0,8659,Balanced,Asia,2024-04-30,562
user_00776,74.0,7248,Balanced,Europe,2024-06-21,218
user_00777,72.0,14970,Relaxing,Oceania,2024-02-03,430
user_00778,50.0,7344,Relaxing,Europe,2024-03-11,428
user_00779,46.0,6122,Relaxing,America,2025-06-28,557
user_00780,55.0,14522,Balanced,Asia,2025-06-18,581
user_00781,34.0,7779,Balanced,Asia,2024-01-14,326
user_00782,36.0,9654,Relaxing,Europe,2024-11-01,345
user_00783,48.0,10848,Balanced,America,2025-07-01,569
user_00784,52.0,15905,Relaxing,Europe,2024-09-27,528
user_00785,48.0,17783,Balanced,Europe,2024-02-22,313
user_00786,,6941,Adventurous,America,2025-05-08,442
user_00787,47.0,4159,Relaxing,Asia,2025-07-13,344
user_00788,33.0,14685,Relaxing,Asia,2025-04-07,240
user_00789,53.0,11963,Relaxing,Asia,2025-06-06,360
user_00790,37.0,7718,Adventurous,Asia,2024-11-19,537
user_00791,48.0,16924,Relaxing,Oceania,2025-06-07,276
user_00792,32.0,6229,Balanced,Europe,2025-03-18,367
user_00793,44.0,6917,Relaxing,Europe,2024-09-07,483
user_00794,38.0,7013,Relaxing,Oceania,2024-06-08,309
user_00795,73.0,18055,Relaxing,Oceania,2024-02-05,394
user_00796,29.0,4252,Adventurous,Europe,2024-07-16,427
user_00797,33.0,3523,Adventurous,America,2025-03-25,366
user_00798,55.0,5960,Relaxing,Asia,2025-01-12,220
user_00799,58.0,11902,Relaxing,America,2024-09-02,364
user_00800,40.0,5422,Adventurous,Asia,2025-01-27,329
user_00801,47.0,7844,Relaxing,Europe,2024-07-22,461
user_00802,50.0,15927,Balanced,Asia,2024-02-13,251
user_00803,,6390,Relaxing,Oceania,2024-11-10,460
user_00804,27.0,5419,Relaxing,Asia,2025-02-11,374
user_00805,44.0,7917,Relaxing,Europe,2024-07-24,498
user_00806,58.0,8942,Relaxing,Europe,2024-08-28,295
user_00807,21.0,6493,Adventurous,Europe,2024-02-10,556
user_00808,35.0,7281,Adventurous,America,2025-08-10,569
user_00809,34.0,11570,Relaxing,America,2024-12-28,239
user_00810,39.0,8510,Relaxing,America,2024-04-04,594
user_00811,28.0,5556,Balanced,Asia,2025-06-23,408
user_00812,37.0,8733,Adventurous,Asia,2024-05-23,341
user_00813,53.0,9660,Balanced,Asia,2024-02-28,457
user_00814,25.0,8121,Balanced,Oceania,2025-05-23,366
user_00815,31.0,7312,Adventurous,Europe,2025-05-27,390
user_00816,34.0,12605,Relaxing,Asia,2024-01-22,518
user_00817,35.0,12873,Relaxing,Europe,2024-07-22,318
user_00818,69.0,12980,Balanced,Europe,2025-04-15,345
user_00819,38.0,18889,Balanced,Asia,2024-10-10,549
user_00820,74.0,17009,Balanced,America,2025-01-06,534
user_00821,21.0,8700,Adventurous,Asia,2025-05-12,328
user_00822,,6175,Relaxing,Europe,2024-11-27,344
user_00823,33.0,17352,Relaxing,Europe,2024-01-27,253
user_00824,46.0,14830,Balanced,Asia,2024-05-08,321
user_00825,42.0,9800,Relaxing,Oceania,2025-01-14,323
user_00826,42.0,8054,Adventurous,Asia,2025-05-21,366
user_00827,64.0,10392,Relaxing,Asia,2024-04-04,521
user_00828,34.0,11379,Balanced,America,2025-07-31,342
user_00829,32.0,9383,Relaxing,Asia,2024-06-25,221
user_00830,42.0,11470,Relaxing,Asia,2025-04-17,475
user_00831,44.0,18019,Balanced,Asia,2025-04-30,548
user_00832,34.0,11632,Relaxing,Europe,2024-10-01,498
user_00833,31.0,7958,Balanced,Asia,2025-02-26,476
user_00834,58.0,12679,Balanced,Europe,2025-06-14,503
user_00835,45.0,4251,Relaxing,Asia,2024-11-15,521
user_00836,48.0,8300,Relaxing,Asia,2024-02-27,314
user_00837,25.0,6870,Balanced,Europe,2024-09-29,471
user_00838,74.0,18312,Balanced,Asia,2024-07-16,367
user_00839,41.0,12982,Relaxing,Europe,2024-03-19,476
user_00840,53.0,9180,Relaxing,Europe,2024-02-10,556
user_00841,70.0,9614,Relaxing,Oceania,2024-09-01,463
user_00842,31.0,5495,Relaxing,Asia,2024-01-23,449
user_00843,32.0,10322,Relaxing,Europe,2024-08-23,565
user_00844,44.0,4821,Adventurous,Asia,2024-05-05,454
user_00845,38.0,18325,Balanced,America,2024-05-19,541
user_00846,35.0,9378,Relaxing,Oceania,2025-01-28,257
user_00847,40.0,16809,Balanced,Oceania,2024-05-06,204
user_00848,37.0,5556,Balanced,Asia,2024-04-23,310
user_00849,59.0,12133,,Asia,2025-06-08,564
user_00850,28.0,5235,Balanced,Europe,2024-08-15,485
user_00851,42.0,12449,Balanced,Asia,2025-06-04,550
user_00852,,13362,Relaxing,America,2024-05-25,464
user_00853,42.0,14539,Balanced,Asia,2024-06-11,448
user_00854,39.0,5538,Adventurous,Europe,2024-06-17,294
user_00855,66.0,12558,Relaxing,Oceania,2025-06-21,550
user_00856,39.0,6982,Balanced,Asia,2024-05-04,496
user_00857,38.0,14923,Relaxing,Europe,2024-10-26,506
user_00858,36.0,6569,Balanced,Asia,2024-09-06,384
user_00859,58.0,8080,Relaxing,Asia,2025-06-05,428
user_00860,52.0,19354,Balanced,Asia,2024-04-14,516
user_00861,41.0,3110,Adventurous,Asia,2025-05-27,461
user_00862,55.0,4222,Balanced,Asia,2025-05-20,318
user_00863,53.0,13831,Relaxing,Europe,2024-10-28,433
user_00864,37.0,9217,Relaxing,America,2024-08-17,481
user_00865,55.0,13949,Relaxing,Asia,2024-03-04,401
user_00866,26.0,13027,Balanced,America,2025-08-12,461
user_00867,43.0,14644,Balanced,America,2024-08-19,252
user_00868,55.0,10073,Relaxing,America,2025-08-21,516
user_00869,35.0,3821,Balanced,Europe,2024-07-01,360
user_00870,37.0,6470,Adventurous,Asia,2024-11-14,443
user_00871,54.0,13631,Relaxing,America,2024-04-01,293
user_00872,60.0,11859,Balanced,America,2024-03-04,239
user_00873,26.0,9982,Relaxing,Asia,2024-08-06,479
user_00874,40.0,8477,Relaxing,America,2024-09-03,291
user_00875,46.0,18061,Balanced,Asia,2025-04-17,500
user_00876,74.0,6101,Balanced,America,2024-02-26,237
user_00877,45.0,7224,Relaxing,Asia,2024-02-14,442
user_00878,43.0,5874,Relaxing,Europe,2024-03-26,563
user_00879,42.0,17899,Balanced,Europe,2024-02-07,335
user_00880,68.0,13320,Balanced,Asia,2024-06-30,263
user_00881,57.0,15644,Balanced,Asia,2024-06-12,542
user_00882,26.0,5142,Relaxing,Oceania,2024-05-05,562
user_00883,35.0,19738,Balanced,Europe,2024-07-25,400
user_00884,32.0,16850,Relaxing,Europe,2024-09-23,506
user_00885,42.0,7991,Adventurous,Europe,2024-12-19,461
user_00886,47.0,13500,Balanced,America,2025-02-14,374
user_00887,31.0,8998,,Asia,2025-08-21,376
user_00888,49.0,13039,Relaxing,America,2024-05-01,284
user_00889,34.0,15655,Balanced,Asia,2025-05-22,359
user_00890,48.0,19917,Balanced,Asia,2025-04-13,381
user_00891,26.0,5636,Relaxing,Europe,2024-05-12,235
user_00892,35.0,4561,Balanced,Oceania,2025-01-13,544
user_00893,33.0,8526,Adventurous,Asia,2024-11-13,298
user_00894,53.0,12492,Balanced,Europe,2025-07-30,425
user_00895,52.0,14290,Relaxing,Europe,2024-05-04,236
user_00896,33.0,7971,Balanced,Asia,2025-03-26,472
user_00897,44.0,19582,Balanced,Oceania,2024-07-26,471
user_00898,44.0,8014,Adventurous,Europe,2024-10-26,385
user_00899,,15785,Relaxing,America,2025-05-03,248
user_00900,64.0,6712,Relaxing,Europe,2024-05-21,293
user_00901,43.0,9655,Balanced,Asia,2025-04-18,506
user_00902,48.0,18534,Balanced,Europe,2025-07-22,425
user_00903,67.0,18768,Balanced,Europe,2024-10-30,204
user_00904,34.0,5268,Relaxing,America,2025-07-09,552
user_00905,52.0,13131,,Asia,2025-08-15,373
user_00906,39.0,7085,Adventurous,Europe,2024-01-30,382
user_00907,24.0,4006,Adventurous,America,2025-01-11,272
user_00908,54.0,15640,Balanced,America,2024-12-06,344
user_00909,45.0,9648,Relaxing,Asia,2024-07-27,595
user_00910,69.0,11124,Balanced,America,2024-08-30,351
user_00911,25.0,12231,Balanced,Europe,2024-06-06,255
user_00912,47.0,14650,Balanced,Europe,2024-05-25,382
user_00913,42.0,11739,Relaxing,Asia,2024-12-05,321
user_00914,38.0,10871,Relaxing,Europe,2024-04-01,443
user_00915,55.0,6504,Relaxing,America,2024-11-24,581
user_00916,51.0,11021,Balanced,Asia,2024-06-20,403
user_00917,46.0,8134,Balanced,Asia,2024-01-31,278
user_00918,27.0,7107,,Asia,2024-09-28,215
user_00919,26.0,8241,Adventurous,Asia,2024-04-04,325
user_00920,36.0,13448,Balanced,America,2024-03-17,286
user_00921,25.0,8669,Balanced,Asia,2024-05-30,477
user_00922,49.0,13684,Relaxing,Asia,2024-05-21,565
user_00923,27.0,3741,Adventurous,America,2024-08-18,550
user_00924,34.0,8456,Adventurous,Europe,2024-05-07,242
user_00925,29.0,10822,Relaxing,Asia,2025-05-11,278
user_00926,35.0,19401,Balanced,Europe,2024-10-06,476
user_00927,53.0,8253,Balanced,Asia,2025-06-24,578
user_00928,45.0,10186,Relaxing,Asia,2025-06-13,463
