car_id,accident_yn,option_count,prev_owners,repair_cost,price
1421,0,3.0,4,3.0024040513403776,1661
1422,0,3.0,1,56.869092840561535,2115
1423,0,1.0,2,38.27642732203362,1057
1424,0,3.0,1,,1741
1425,1,1.0,1,,2059
1426,1,2.0,3,28.917004872725805,1906
1427,0,2.0,1,21.319082786937958,1506
1428,1,1.0,1,,2544
1429,0,5.0,1,68.29890525056622,2942
1430,1,1.0,4,,2169
1431,0,2.0,1,25.94703469727712,2615
1432,0,1.0,3,93.05318180723782,1967
1433,0,4.0,1,62.99077278983136,2203
1434,0,2.0,3,65.54820231515373,2161
1435,0,1.0,4,75.70057654695316,1420
1436,0,1.0,1,17.19568822748441,1734
1437,0,1.0,1,31.77131722824235,1662
1438,1,3.0,1,66.46022713848545,1689
1439,0,1.0,2,33.78523343957046,1566
1440,0,1.0,1,44.49973055489904,1781
1441,1,3.0,1,,1913
1442,0,3.0,1,24.45189222740165,1550
1443,0,2.0,1,42.7836563573272,2227
1444,0,0.0,1,68.29006434703665,1799
1445,1,1.0,3,64.58907779635682,1844
1446,0,2.0,3,72.26029323934935,1452
1447,0,1.0,1,,2156
1448,1,0.0,2,58.11747851405168,1988
1449,1,0.0,2,56.533569966193994,1997
1450,0,0.0,2,55.066615202132354,1690
1451,0,2.0,2,37.459056654920786,1751
1452,0,0.0,2,,1708
1453,1,0.0,2,36.208053077601996,2062
1454,0,5.0,2,43.479413668850626,2781
1455,0,3.0,1,,1460
1456,1,1.0,1,,2031
1457,0,0.0,1,54.037904321285026,2093
1458,0,2.0,2,56.18646997440436,1826
1459,0,0.0,1,57.02816131831559,1885
1460,0,1.0,2,,1855
1461,0,1.0,1,49.82854215225799,2015
1462,0,2.0,3,,1948
1463,0,2.0,1,,1694
1464,0,3.0,2,72.59267073270172,2233
1465,1,2.0,2,82.29259668773145,2279
1466,0,2.0,1,61.53299159958141,1380
1467,1,2.0,1,52.075364993439976,2536
1468,0,0.0,3,51.94615634886616,1940
1469,1,2.0,1,40.59667840876323,2471
1470,1,0.0,3,39.924557068478876,1516
1471,0,0.0,3,68.0423432662307,2055
1472,1,4.0,2,30.726594151048886,1550
1473,1,2.0,2,82.29545271124452,2128
1474,0,3.0,2,46.96553494191961,2018
1475,0,4.0,2,107.24155786245629,2666
1476,0,4.0,4,36.137691463407656,2176
1477,1,1.0,1,55.003778399606695,1935
1478,1,3.0,1,,2197
1479,1,1.0,1,,2308
1480,0,3.0,2,71.27600701757437,1857
1481,1,1.0,1,,2198
1482,0,2.0,3,36.4785098605153,1370
1483,0,3.0,1,61.726394178298214,2156
1484,0,1.0,3,64.8992162189881,1977
1485,0,4.0,1,22.162291575449583,1844
1486,0,2.0,1,61.63353770430748,1901
1487,0,0.0,1,52.57799826832678,2051
1488,0,1.0,1,31.645532842769402,2248
1489,0,0.0,1,34.22236929328892,2297
1490,0,1.0,3,,2203
1491,0,4.0,1,84.34888855595156,2295
1492,0,2.0,2,70.30840829954013,1784
1493,0,2.0,1,24.217099796435622,1845
1494,0,1.0,1,65.97815345583592,1542
1495,0,1.0,2,38.519553121006666,1735
1496,0,4.0,1,68.29621072699399,2368
1497,0,4.0,3,40.07852861681835,1941
1498,0,1.0,2,42.73291809784083,1988
1499,0,4.0,1,44.2330546448467,2667
1500,1,0.0,2,,1743
1501,0,2.0,1,77.98542750466609,2075
1502,0,0.0,2,67.97053986162958,2006
1503,0,2.0,3,52.19897076666558,1709
1504,0,1.0,3,70.49136327971621,1829
1505,0,3.0,1,17.45856569509081,2249
1506,0,3.0,1,25.430824428979353,1955
1507,0,0.0,2,59.49109524715925,1701
1508,0,2.0,4,64.71073111615777,1944
1509,0,0.0,3,55.58815092511503,1885
1510,1,2.0,1,12.346106498433628,2738
1511,1,1.0,2,,1882
1512,1,3.0,3,58.331837330083374,1980
1513,1,2.0,1,98.52944578482536,2399
1514,0,1.0,3,74.35825330116856,1331
1515,0,2.0,1,81.54608596941546,1574
1516,0,3.0,1,56.79450844380598,2262
1517,0,3.0,1,56.64981961578754,2828
1518,1,0.0,2,29.33029065487848,2508
1519,0,1.0,3,69.03644106103235,2144
1520,1,4.0,2,48.536365949179945,2295
1521,0,3.0,1,63.85464750927438,1578
1522,1,1.0,1,50.613727057618696,2084
1523,0,0.0,2,55.58236849501479,1554
1524,0,4.0,2,48.24543767402756,1750
1525,0,1.0,2,54.49249395645786,1714
1526,0,3.0,1,70.00153115090461,1451
1527,0,1.0,2,24.675409418615523,1563
1528,0,2.0,3,,2143
1529,1,4.0,2,,2334
1530,0,1.0,2,78.81148595815233,1908
1531,0,4.0,3,83.85489233602163,1981
1532,0,2.0,2,25.511795645798564,2557
1533,1,3.0,2,41.94252329195253,2660
1534,0,4.0,2,20.415694911101813,2332
1535,0,5.0,1,38.9877674722576,2591
1536,0,1.0,2,72.45696190098724,1887
1537,0,2.0,3,49.742164328832004,1313
1538,0,3.0,1,,2277
1539,0,0.0,3,60.9017151282242,1692
1540,0,1.0,2,34.098958203810575,1789
1541,1,2.0,1,81.85956729763714,2103
1542,0,0.0,2,50.14569944482947,1592
1543,0,2.0,1,41.964115140802015,2040
1544,0,4.0,3,61.73698469591223,1707
1545,1,3.0,1,68.78572320422093,2133
1546,0,2.0,3,81.91950480298517,1958
1547,1,4.0,2,45.800621874836715,2619
1548,0,3.0,2,71.72113045387434,1708
1549,0,0.0,4,52.02423223799994,2058
1550,0,2.0,1,,2622
1551,1,5.0,2,34.46376941991531,2429
1552,0,1.0,1,28.060331127339918,2167
1553,1,2.0,3,35.16612002221772,1994
1554,1,2.0,2,72.31413243520169,2023
1555,0,2.0,3,,1487
1556,0,1.0,3,,2232
1557,0,2.0,1,15.072181595701288,1914
1558,0,0.0,1,27.754136884071784,1690
1559,1,0.0,2,34.46527583505703,2307
1560,1,0.0,2,43.93468578845983,1671
1561,0,2.0,1,73.45727046017429,1739
1562,0,5.0,1,39.04566282200666,1694
1563,1,3.0,2,,2035
1564,0,4.0,1,16.396002153572645,1876
1565,1,1.0,3,43.02734958475388,1854
1566,0,2.0,3,65.71097338272803,1819
1567,0,3.0,2,66.94410504732868,1805
1568,0,2.0,1,43.28572087223214,1275
1569,0,3.0,1,70.03506867568393,2236
1570,0,5.0,2,66.24392885013766,2136
1571,0,3.0,4,36.357706813749786,1962
1572,0,1.0,1,56.298569368888444,1529
1573,1,2.0,1,,1745
1574,1,1.0,1,37.78930464854351,2783
1575,0,2.0,2,83.88650900538326,1491
1576,0,1.0,2,33.29276106764714,1494
1577,0,2.0,1,52.881857665890244,1069
1578,0,1.0,1,25.004453671609838,1969
1579,0,3.0,2,52.0672039732512,2352
1580,0,3.0,1,28.658535678583558,1825
1581,0,3.0,2,44.11741717341475,1696
1582,0,0.0,3,18.268048773578066,1412
1583,0,0.0,2,,1929
1584,0,1.0,2,57.125600994832155,1823
1585,1,1.0,3,71.74821107273398,2258
1586,0,4.0,3,43.04389670720328,1620
1587,0,1.0,1,72.67694733761996,2095
1588,0,2.0,1,50.785592907896714,2152
1589,0,1.0,3,52.263349188574736,1743
1590,1,2.0,1,92.28106650703877,1756
1591,0,0.0,3,40.306480701227926,1867
1592,1,4.0,1,74.549180623097,2579
1593,0,2.0,3,,1397
1594,0,0.0,2,,1645
1595,1,2.0,2,,1922
1596,0,3.0,1,29.338298990890195,2209
1597,0,2.0,4,72.61349595709022,2148
1598,0,2.0,1,84.68799053673914,1660
1599,0,2.0,1,51.82879806420452,1284
1600,1,0.0,1,52.877635252422465,2183
1601,0,0.0,3,,2062
1602,0,1.0,1,51.4660405870637,1861
1603,0,3.0,2,71.99400075940645,2326
1604,0,4.0,2,55.8324450132637,1803
1605,0,,3,52.71082627304885,1296
1606,0,2.0,2,,2626
1607,0,2.0,2,,1768
1608,1,0.0,2,,1742
1609,0,0.0,2,74.68233599883743,2323
1610,0,0.0,1,47.06785889555349,2283
1611,1,0.0,1,,1857
1612,0,1.0,1,10.965854072291336,1972
1613,0,2.0,1,37.19774468455296,2608
1614,0,3.0,1,34.56627083434209,2416
1615,0,6.0,2,,2055
1616,0,3.0,4,56.65672286305256,2554
1617,1,2.0,1,52.44497106392007,2088
1618,0,,2,22.774081327605895,2437
1619,0,0.0,2,24.04317800185335,1898
1620,1,1.0,1,24.00642895339268,1658
1621,0,2.0,2,86.21052175134353,1917
1622,0,1.0,4,79.85445257383259,995
1623,0,1.0,1,,2080
1624,1,0.0,2,10.468113600085388,1961
1625,0,0.0,1,52.560884860250404,1774
1626,0,3.0,1,50.93880232475343,2891
1627,0,1.0,2,56.33833973976796,1812
1628,0,1.0,3,64.82747784954667,1667
1629,0,4.0,2,59.03407906791884,1458
1630,0,3.0,1,27.671209369994934,2461
1631,1,2.0,3,55.88082174328035,1924
1632,0,5.0,1,67.07647150671309,2809
1633,0,2.0,2,35.51996553993254,2619
1634,1,1.0,1,55.99912937511717,1742
1635,1,4.0,3,38.94438565064384,2093
1636,0,4.0,2,89.92339441882459,2318
1637,0,4.0,3,23.4634572226596,2606
1638,0,3.0,1,,1453
1639,1,1.0,2,16.583744771494615,2020
1640,1,3.0,2,85.86105370433216,2316
1641,0,0.0,2,,1520
1642,1,0.0,2,53.79343087978672,1722
1643,0,4.0,1,17.4161362660639,2059
1644,0,5.0,1,23.000377659565782,2437
1645,0,2.0,1,67.95494095249244,1645
1646,1,1.0,3,,2374
1647,0,1.0,3,54.78717864735294,2307
1648,1,1.0,1,64.82163330980482,2455
1649,1,3.0,3,70.89757485307945,2475
1650,1,0.0,1,36.31646272401372,1708
1651,0,2.0,1,,2159
1652,0,0.0,1,49.72593227594411,2175
1653,0,2.0,3,,2123
1654,0,0.0,2,,1664
1655,0,5.0,1,60.96057224175853,1715
1656,1,2.0,2,36.36698418861438,2226
1657,0,2.0,1,64.08217085932887,2128
1658,0,7.0,1,63.08276751902616,2509
1659,0,1.0,1,64.46635157778039,1714
1660,0,3.0,1,,2861
1661,0,0.0,3,65.5984432965715,1885
1662,0,1.0,2,60.40004561350386,1990
1663,1,,1,62.80369289513121,2106
1664,0,1.0,1,83.55577126177053,1978
1665,1,2.0,1,56.555483798508234,2156
1666,1,0.0,1,,1936
1667,0,1.0,2,,1680
1668,1,0.0,1,72.55872319987644,1990
1669,0,4.0,2,57.146153520708964,1738
1670,1,2.0,1,,2430
1671,0,1.0,1,9.408956175990603,1902
1672,1,0.0,3,68.21334175572883,1999
1673,1,8.0,1,44.777253291587435,2228
1674,1,1.0,1,,2313
1675,1,3.0,1,34.70384319702818,2132
1676,0,2.0,1,67.99142027770286,1929
1677,0,1.0,1,62.270723545664495,2121
1678,0,1.0,1,27.15235949921119,1937
1679,0,4.0,3,53.29842875850142,1539
1680,0,1.0,2,,1874
1681,0,1.0,2,,1830
1682,1,2.0,1,,2365
1683,0,2.0,2,44.19922912221635,2115
1684,1,0.0,1,4.912846537910511,2004
1685,0,2.0,1,53.73435121536473,1516
1686,1,1.0,1,53.6125153881016,1986
1687,1,3.0,1,56.22372993408709,2745
1688,0,1.0,1,72.13958195935402,1874
1689,0,2.0,1,10.95073493413387,2276
1690,1,6.0,1,45.23033391334679,2976
1691,0,3.0,1,31.546843839968975,1904
1692,0,0.0,1,25.839392237630303,2238
1693,0,2.0,1,48.55402000874215,2653
1694,0,4.0,1,64.0364406056135,1656
1695,0,0.0,1,56.01893209718318,1766
1696,0,3.0,1,,2163
1697,0,2.0,1,47.09056800912563,1925
1698,0,3.0,1,68.59792889259232,1544
1699,1,2.0,2,,2004
1700,0,3.0,1,38.94459973546741,2214
1701,1,1.0,1,37.65007248672045,2009
1702,0,3.0,1,15.670316788020052,1855
1703,0,1.0,1,41.411773328352716,1846
1704,0,5.0,1,15.284221391229671,2539
1705,0,0.0,4,91.3413937477223,1643
1706,0,6.0,3,32.8976368626658,2307
1707,0,3.0,1,72.17961710626435,1909
1708,0,2.0,2,86.36212415783982,1515
1709,0,3.0,1,54.32402817055977,2205
1710,0,1.0,1,47.99971487226187,2061
1711,0,3.0,2,23.55269487889835,1734
1712,0,1.0,1,39.90799756702449,1769
1713,1,2.0,1,82.07930095738053,2155
1714,0,2.0,2,57.02505259244538,2148
1715,0,1.0,2,50.56696414917675,1169
1716,1,,4,76.24246418351325,1994
1717,0,2.0,2,63.92581096911432,1280
1718,0,2.0,2,47.042537044404746,2431
1719,1,5.0,1,54.32511671347194,2519
1720,0,1.0,1,34.63869925137385,1714
1721,0,0.0,2,,2107
1722,0,4.0,4,45.87402741482683,1726
1723,0,4.0,1,61.149421247473796,1798
1724,0,3.0,4,,1701
1725,0,4.0,1,51.52480660845457,1925
1726,0,2.0,1,42.20275679873871,1748
1727,0,0.0,1,31.981415630675908,1797
1728,1,0.0,1,42.31016901016691,1914
1729,1,3.0,2,3.5719347389955587,2170
1730,0,4.0,1,,1924
1731,0,2.0,3,28.01026235848088,1809
1732,0,0.0,2,,2483
1733,0,0.0,1,4.4042035407213405,2536
1734,0,1.0,2,53.817854870189386,1688
1735,0,1.0,1,,1435
1736,1,2.0,2,,2132
1737,0,0.0,1,59.975837468087526,1889
1738,0,0.0,1,39.74538887197514,1803
1739,0,1.0,2,,1948
1740,0,2.0,3,,1688
1741,1,1.0,2,63.60756753970438,2055
1742,1,4.0,2,23.51223748784685,1858
1743,1,2.0,2,40.695454473563295,1921
1744,0,3.0,1,45.05767198191167,1701
1745,0,2.0,3,107.0281529056989,1898
1746,0,3.0,1,54.46742389439783,1927
1747,0,0.0,1,,1275
1748,0,4.0,1,6.942981963155802,1948
1749,1,2.0,1,64.609976605275,1876
1750,0,2.0,1,,1962
1751,0,,1,,1962
1752,0,2.0,1,,2476
1753,0,1.0,2,58.61548352395192,1341
1754,0,1.0,2,34.034071833097826,1646
1755,1,0.0,2,,2082
1756,1,3.0,1,70.74528778551372,1974
1757,1,5.0,2,37.73635743196341,3019
1758,0,2.0,1,71.00235731642742,2128
1759,0,1.0,2,34.780264193786394,1252
1760,0,0.0,1,52.435582549210764,2807
1761,0,1.0,2,67.09663894977389,2156
1762,1,2.0,1,71.40701902143743,2101
1763,0,0.0,2,54.65977334962848,1474
1764,0,2.0,3,53.664781915979994,1748
1765,0,1.0,2,62.39412360358223,1505
1766,0,1.0,1,59.28339068788304,1705
1767,1,5.0,1,24.176389316573736,2545
1768,0,0.0,3,,2173
1769,0,2.0,1,7.818817939582409,1749
1770,0,0.0,3,65.33016001679293,1754
1771,0,0.0,1,42.08540452578,1619
1772,1,0.0,4,,1901
1773,1,3.0,3,58.07421146908982,1999
1774,1,4.0,2,,2783
1775,1,4.0,1,47.59555132930442,2259
1776,0,1.0,1,40.90355896671816,1695
1777,0,,3,37.81553039472875,1989
1778,0,2.0,3,68.30574650986563,1984
1779,0,1.0,1,100.21486941095345,1637
1780,1,3.0,1,72.32407283487096,2240
1781,0,,3,49.460872652851926,1371
1782,1,2.0,2,75.19015519912249,2086
1783,0,1.0,3,84.25805300621607,1893
1784,0,3.0,3,22.152584353794058,2147
1785,0,0.0,3,74.49709522725061,2438
1786,1,3.0,1,65.3936403748641,2082
1787,0,2.0,1,73.76238113312999,2277
1788,0,1.0,1,66.26574912033801,1706
1789,0,3.0,3,45.44541984931718,1579
1790,0,3.0,1,90.65741288365534,2495
1791,0,2.0,1,56.791972171642975,1668
1792,1,3.0,1,41.31345958611493,2381
1793,0,2.0,1,60.119560300807485,1791
1794,0,1.0,3,69.4479180345572,1899
1795,0,3.0,2,51.89522151723992,1576
1796,0,1.0,2,,1625
1797,1,2.0,1,,1639
1798,0,2.0,3,,1841
1799,0,4.0,1,33.56351082744458,1646
1800,0,1.0,2,21.943674268568255,1326
1801,1,1.0,1,80.3604006809349,1954
1802,1,2.0,1,45.53165503740678,2172
1803,0,3.0,1,0.0,1902
1804,0,1.0,2,57.93066158559018,1752
1805,0,1.0,2,57.516542090146054,1644
1806,1,2.0,1,,1833
1807,0,1.0,1,33.35207583333475,2136
1808,0,2.0,3,32.474219308781414,1625
1809,0,2.0,1,,1483
1810,0,1.0,1,74.2555172340714,1991
1811,0,,1,,3023
1812,1,2.0,3,,1642
1813,0,1.0,1,72.44779884441186,1663
1814,0,2.0,4,59.906954903674105,1135
1815,0,2.0,1,15.180434840469019,1459
1816,1,3.0,1,37.66752721664194,2734
1817,0,3.0,1,56.43924174267892,2066
1818,1,2.0,2,31.322197319759336,2738
1819,0,,1,90.59109576842263,2194
1820,0,4.0,2,52.25757527305167,1738
1821,0,1.0,1,34.9324732084495,1409
1822,0,3.0,1,27.54112713327901,1707
1823,0,1.0,3,68.55055176071406,2172
1824,1,0.0,2,37.04276126012086,1896
1825,0,3.0,1,57.598483565834144,2078
1826,0,3.0,2,,2098
1827,0,0.0,2,51.40395583049006,1778
1828,1,0.0,1,37.28228204233078,1899
1829,1,4.0,1,43.69211173049892,2280
1830,0,1.0,1,34.07438399229086,2582
1831,1,4.0,1,,2828
1832,0,2.0,2,40.17992049751348,2318
1833,0,2.0,1,47.13085610160596,1943
1834,1,3.0,1,48.09715438402512,1786
1835,1,2.0,1,82.24540243267256,2186
1836,0,2.0,4,,2166
1837,0,0.0,2,,1748
1838,0,3.0,1,18.442267539473967,2234
1839,1,2.0,1,36.87215224794922,2118
1840,0,2.0,1,73.77237431657831,1805
1841,0,1.0,2,26.581383691567005,1718
1842,0,1.0,1,,1633
1843,0,1.0,4,28.69476991478422,2018
1844,0,3.0,1,30.701854891811866,1763
1845,1,1.0,2,83.61571305728407,1961
1846,0,4.0,2,64.38541283152777,2457
1847,0,2.0,3,69.66280455589174,1829
1848,0,1.0,1,,1528
1849,1,1.0,2,47.21423275540995,2094
1850,0,3.0,1,36.16806584192206,1980
1851,0,2.0,1,41.95819481165014,1640
1852,1,0.0,3,46.16347091226507,1831
1853,1,3.0,3,,2728
1854,1,1.0,2,23.272871379409406,1774
1855,1,0.0,1,38.92677102762411,2420
1856,0,6.0,3,31.74073267389235,2160
1857,1,1.0,1,,2579
1858,0,4.0,1,87.07576518678194,2005
1859,1,3.0,2,56.17572719652792,1776
1860,1,3.0,1,57.820316696871686,2144
1861,1,3.0,4,,1834
1862,0,3.0,1,58.7495797856225,2141
1863,0,1.0,1,,2222
1864,0,0.0,2,58.512810257736426,1617
1865,1,1.0,2,59.97668656556589,2033
1866,1,1.0,1,65.5082872698775,2476
1867,0,0.0,1,,1939
1868,0,1.0,2,,1366
1869,0,3.0,1,56.10418084169035,1529
1870,1,0.0,1,58.32296361038583,1770
1871,1,0.0,2,46.58227476432093,1805
1872,0,2.0,1,53.21502999594304,1551
1873,0,1.0,4,35.60187190638465,1824
1874,1,4.0,2,14.503105286045404,2047
1875,1,0.0,4,69.66274202611314,1686
1876,0,2.0,1,,2217
1877,0,4.0,4,46.79092273772476,2168
1878,0,2.0,1,35.01740734195989,2703
1879,0,4.0,1,81.74018559752159,2306
1880,0,1.0,1,48.4071057098257,1758
1881,0,2.0,1,43.79087074235868,2070
1882,1,0.0,1,,2068
1883,0,2.0,2,93.12948335216373,2063
1884,1,2.0,1,58.11379054116177,1785
1885,0,4.0,1,,1677
1886,0,1.0,2,63.9318796270938,1974
1887,0,5.0,1,18.54641862836869,1297
1888,0,1.0,2,50.92858520128794,2272
1889,1,0.0,2,89.87915309912825,1425
1890,1,3.0,3,53.154947933715434,2187
1891,0,1.0,1,52.15555312315297,1496
1892,0,3.0,4,50.41273080715011,1688
1893,1,4.0,2,42.090474391476015,2170
1894,0,0.0,4,56.28981344729741,1916
1895,0,1.0,1,,2063
1896,1,2.0,2,43.3635989501845,1880
1897,0,1.0,3,0.18496523398358278,2004
1898,0,4.0,1,59.31235010557508,2078
1899,0,1.0,2,92.66252153040207,2036
1900,1,4.0,3,42.47477183887739,2222
1901,0,0.0,2,20.576732344867928,2311
1902,0,0.0,1,63.54825969464959,1572
1903,1,,2,84.87664528368006,1811
1904,0,4.0,1,60.58747139430471,1437
1905,1,4.0,3,84.4940010833302,2452
1906,0,1.0,1,65.87337091251426,1641
1907,1,3.0,1,64.13701971355385,2400
1908,0,1.0,1,39.63998634515775,1946
1909,0,1.0,2,55.70813781506434,1815
1910,0,1.0,4,49.41058086564447,1777
1911,0,2.0,1,48.725285588666964,1623
1912,1,3.0,1,44.92269744097865,2277
1913,1,3.0,1,54.51226934917108,2226
1914,0,,3,24.073100317265475,1555
1915,0,0.0,1,66.2343679856315,1790
1916,1,0.0,1,32.44509414439607,1885
1917,1,1.0,2,44.99457549990584,1989
1918,0,2.0,1,56.6111978607033,2103
1919,0,3.0,1,31.45453163208976,1763
1920,0,2.0,1,,2231
1921,0,3.0,3,,2174
1922,0,3.0,3,21.378050148326004,1385
1923,0,4.0,2,64.24621865340941,2521
1924,0,2.0,1,26.92992854915748,1590
1925,1,1.0,2,79.70311127418324,2790
1926,0,,1,49.8841422152955,2043
1927,0,2.0,2,51.183483891884585,1928
1928,0,2.0,2,,2454
1929,0,1.0,3,52.89725257701046,1882
1930,0,1.0,1,48.396401662534934,1907
1931,0,0.0,2,24.01821930149061,2534
1932,0,0.0,2,51.74536677593617,2604
1933,0,2.0,1,42.041539783851526,2202
1934,0,1.0,2,45.664243642092806,2060
1935,0,7.0,3,,2674
1936,1,1.0,3,,2207
1937,0,1.0,2,54.92913253897736,1930
1938,1,1.0,1,,2441
1939,0,2.0,3,59.45536936773151,1918
1940,0,4.0,2,39.42650812056017,1666
1941,0,2.0,1,28.701604941320813,1599
1942,0,1.0,1,35.82262943123723,1725
1943,1,1.0,1,78.85313537703557,2317
1944,1,1.0,1,69.11933052413494,2664
1945,1,0.0,2,74.26758265198218,2005
1946,0,4.0,1,75.6542791634044,1854
1947,0,1.0,1,40.67363885653595,2018
1948,0,3.0,1,55.91623870816925,1853
1949,0,3.0,1,,1664
1950,0,3.0,1,,1751
1951,0,2.0,1,44.21663509538065,1666
1952,0,2.0,1,,1813
1953,0,3.0,2,51.44542955239371,2180
1954,1,2.0,1,60.645247998313955,2042
1955,1,0.0,2,63.11434442143198,2030
1956,1,3.0,1,51.873420646804,2324
1957,0,2.0,1,52.47981568131616,2492
1958,0,4.0,1,54.517960414974084,1875
1959,0,2.0,1,82.93102841246085,1947
1960,1,1.0,1,15.400044173661364,1859
1961,0,3.0,1,30.60640677564384,2182
1962,0,2.0,1,63.473591928918836,1601
1963,1,2.0,2,55.39568797678182,2059
1964,0,0.0,1,55.25499100301754,1763
1965,0,0.0,3,,1770
1966,0,4.0,3,54.27985786247526,2181
1967,0,1.0,2,38.81435043101553,1726
1968,0,2.0,1,62.57618280216518,2640
1969,0,1.0,3,,1534
1970,0,1.0,1,41.04845642220893,1370
1971,0,1.0,1,63.807212491558225,2010
1972,1,2.0,1,63.020677165639995,2123
1973,0,,3,54.295329832015845,1636
1974,0,2.0,1,84.34238307989115,1755
1975,0,1.0,3,76.53653469540569,2598
1976,1,,1,70.03714388107603,2057
1977,0,2.0,3,101.32731145617495,1557
1978,0,1.0,3,47.07073196004568,2062
1979,1,3.0,3,40.70399341367813,2662
1980,1,2.0,1,67.20726198606718,3012
1981,0,1.0,3,44.94731404011438,1366
1982,1,3.0,4,50.23855431295645,1974
1983,0,3.0,1,,1859
1984,0,4.0,1,62.133189154262546,1981
1985,0,0.0,2,20.579855089247804,2139
1986,0,4.0,1,48.07123557681261,1524
1987,1,2.0,2,49.69288524968487,1839
1988,0,2.0,1,41.27922315160337,2005
1989,0,0.0,2,14.855704826770001,1765
1990,1,1.0,1,,1764
1991,1,4.0,1,35.076551866564,2327
1992,0,2.0,1,60.781006575241285,1563
1993,0,3.0,3,55.77849722883888,1993
1994,0,2.0,1,49.67129282337717,1483
1995,1,7.0,3,32.308230279650445,2141
1996,0,2.0,2,56.82264442522215,2666
1997,1,3.0,1,14.019414439221634,2120
1998,0,0.0,1,2.069010352560447,2087
1999,0,2.0,1,45.138568975699904,1425
2000,0,3.0,1,39.07897239805942,2389
2001,0,3.0,1,70.26342595294916,1547
2002,0,3.0,2,53.15967555545669,1555
2003,1,3.0,4,83.01470619999702,2227
2004,0,1.0,1,39.035698626090806,1402
2005,0,2.0,2,59.735445830443226,2328
2006,1,2.0,4,44.9544574116874,2103
2007,0,1.0,3,77.63439448262275,2200
2008,1,,3,,1937
2009,0,3.0,3,67.0881356029153,1626
2010,0,4.0,1,28.447620709516794,2131
2011,0,1.0,3,41.695747137359106,1292
2012,0,0.0,3,48.31913176145067,1496
2013,1,2.0,1,75.26835079925601,2202
2014,0,1.0,1,6.056261179839225,1677
2015,0,2.0,1,43.34711107108442,1913
2016,0,3.0,1,,2176
2017,0,2.0,1,,2279
2018,1,0.0,2,40.7192847850637,1840
2019,0,1.0,2,19.186657376174125,1354
2020,0,1.0,1,3.3867304392521547,2316
2021,1,0.0,1,44.753743430093536,2290
2022,0,4.0,2,44.077097583922836,2065
2023,1,1.0,1,45.100928340813354,1819
2024,0,2.0,1,55.05716491796703,1544
2025,0,0.0,2,32.41206353572602,1882
2026,0,4.0,1,85.81712026891842,1735
2027,1,0.0,1,,1765
2028,1,1.0,1,75.72860926122968,2087
2029,0,2.0,2,,1845
2030,0,3.0,2,33.309406998162515,2187
2031,0,1.0,1,63.7262961008846,1513
2032,0,2.0,1,45.468714486441336,1965
2033,0,4.0,2,,2412
2034,1,6.0,3,13.227402027118373,2678
2035,0,0.0,2,,2687
2036,0,1.0,3,63.0320450989771,1598
2037,0,1.0,2,54.86641382838456,1253
2038,0,2.0,2,40.08187618428167,1409
2039,0,0.0,3,27.738199447403904,1692
2040,0,3.0,2,48.940369202065966,1506
2041,1,5.0,3,23.693627927091995,2126
2042,0,1.0,1,34.9683183887082,1662
2043,0,4.0,3,75.22501162799098,2228
2044,0,2.0,2,12.98328473737162,1587
2045,1,2.0,3,,2004
2046,1,3.0,1,79.88391902898326,2599
2047,0,2.0,2,,1681
2048,1,4.0,3,57.96425756852968,1950
2049,0,2.0,1,40.72854307657752,2716
2050,0,7.0,2,37.08223891131975,1433
2051,0,1.0,3,5.037382678733586,1908
2052,0,2.0,1,50.74013360534629,2551
2053,0,3.0,1,41.95519102541813,1781
2054,1,1.0,2,,2197
2055,1,1.0,2,49.59837942241974,1905
2056,0,3.0,1,51.24738960409311,2127
2057,0,2.0,1,37.28885405265893,2253
2058,0,,1,82.26161566953573,1397
2059,0,4.0,1,64.61205558224849,2339
2060,0,2.0,1,67.92557116746556,2165
2061,0,1.0,2,47.93394432721182,1314
2062,0,2.0,2,60.22471464522285,1878
2063,1,3.0,2,32.08590798802874,1926
2064,0,1.0,1,63.325170805006124,2446
2065,0,0.0,1,45.911947853725216,1354
2066,1,1.0,1,29.560329299713487,2650
2067,0,0.0,3,49.54466657561541,1581
2068,0,1.0,2,44.15891939500221,1572
2069,0,2.0,3,96.46138654441833,1615
2070,0,1.0,1,58.70788496959823,1760
2071,1,4.0,2,81.59434934896444,1931
2072,0,1.0,2,72.62574212717453,2295
2073,0,2.0,3,,1492
2074,1,0.0,2,41.125615941399104,2515
2075,1,0.0,2,15.195468375993542,1882
2076,1,5.0,1,32.5811289867052,3004
2077,0,0.0,2,63.255069155084286,1475
2078,0,0.0,1,,2420
2079,1,1.0,1,57.51640651476883,2143
2080,1,0.0,1,9.394496973053272,2332
2081,0,1.0,4,59.070296981947465,1071
2082,0,1.0,1,71.92963114398572,1291
2083,0,3.0,3,,1455
2084,1,1.0,4,57.43127812713599,1963
2085,0,,3,76.87069307216922,2063
2086,0,3.0,3,83.60173298678932,2670
2087,0,2.0,3,39.93001858284081,1853
2088,0,3.0,1,65.59860689223068,2481
2089,1,1.0,1,78.5957964001083,1801
2090,0,0.0,2,58.02762781560757,2075
2091,1,0.0,1,75.70155177993621,1868
2092,1,1.0,1,49.282766933233994,2701
2093,0,6.0,2,57.886282875415944,1769
2094,0,0.0,2,37.56781547075595,1907
2095,0,5.0,3,46.70799684652482,1841
