year,cpi,flour_index,pork_index,onion_index,minimum_wage,location,special_menu,restaurant_type,delivery_only,coupon_discount,price
1988,22.79628288633924,19.156942406328408,26.631266768855845,24.834553073404937,462,Incheon,Basic,Normal,0,3.3,550
2012,63.97662954697342,57.77038376988663,57.91592143026203,89.44308929004683,4580,Gyeonggi,Basic,Franchise,1,12.8,4450
2018,86.40328339631432,98.14827808023632,111.80014678259774,105.37878693776679,7530,Gyeonggi,Ganjjajang,Franchise,0,8.6,7650
1974,12.198263873567722,9.789622907409854,12.12058123778063,,255,Daegu,Basic,Normal,0,9.5,50
2018,81.28793392356349,82.63568501942889,87.69715392379346,112.84109069275337,7530,Gwangju,Basic,Franchise,0,1.9,5900
1988,21.931312047745806,25.62055350066734,26.925432285605126,30.941321976242723,462,Gyeonggi,Ganjjajang,Franchise,0,11.7,3050
2004,44.91454567424518,40.785904492831385,42.57820426250997,50.59496455179909,2840,Seoul,Basic,Normal,0,8.0,2750
1980,16.082744207733317,13.403102446312515,19.921129717159033,21.502139537966897,336,Gyeonggi,Ganjjajang,Normal,0,8.2,1800
1985,19.35810924147726,18.735284189905524,25.073578079353506,24.76387831877075,404,Daegu,Samseon,Normal,0,4.6,2250
1997,33.79892300840011,35.57434987161969,38.870132204765106,28.56253957300404,1485,Seoul,Basic,Franchise,0,9.6,3150
1995,29.73044329443692,25.05496378243415,38.15231174603412,36.787796855527674,1275,Gyeonggi,Basic,Franchise,0,13.1,2500
1980,15.805348523686659,13.777232952525415,15.454808775443276,14.100727213925747,330,Busan,Ganjjajang,Normal,1,1.9,1300
2001,39.84174762483228,32.21326245120003,47.933543931363836,55.05537754394262,2100,Incheon,Basic,Normal,0,13.6,1400
2000,38.65516486780277,35.264459845128854,44.869419400620075,49.60249107706054,1865,Gwangju,Basic,Normal,0,10.4,1100
2019,85.4655732258003,84.1060222707288,78.7110892842032,,8350,Incheon,Basic,Franchise,0,7.4,6200
1992,25.749531233508304,23.459416666567456,25.67327775710077,33.41664313520693,925,Incheon,Basic,Premium,1,11.9,3750
1982,16.17727856628066,19.193323078531204,18.27186628074022,20.033281520164742,338,Gyeonggi,Ganjjajang,Normal,0,7.8,1900
2015,75.57344775212897,74.71420987344501,74.4438863557449,60.639516812418506,5580,Gyeonggi,Basic,Normal,0,4.3,4300
2014,65.9402955562744,57.627101613091824,69.19438448187161,54.167275502115174,5210,Incheon,Ganjjajang,Normal,0,5.0,4600
1971,10.651592646550224,9.71640244314466,11.322554303412868,15.83530627616684,222,Daegu,Samseon,Normal,0,14.4,1950
1971,10.09760577199913,11.722976193337466,10.363318268224083,14.361536623672055,211,Seoul,Ganjjajang,Normal,0,8.8,2150
1979,14.331771544530074,13.92518588740452,18.588522645863122,10.380903297170319,299,Gyeonggi,Ganjjajang,Normal,0,12.6,1800
2006,50.892553926361124,59.055509837736686,58.66310535491557,42.23928138799188,3480,Seoul,Ganjjajang,Franchise,1,15.0,5200
2011,61.0926153370444,49.3404732903306,64.12565007666456,47.54005996065571,4320,Seoul,Ganjjajang,Franchise,1,14.2,5850
2021,98.94363474007278,110.64891607343978,100.40314281123786,142.07152267581614,8720,Gyeonggi,Basic,Premium,1,12.1,10100
2019,88.15541387911414,89.8488734697808,104.12255139947003,125.7617960119615,8350,Seoul,Basic,Franchise,0,6.3,7000
1994,27.81961059222498,32.30608445440343,31.62976549624643,27.355214972203306,1170,Incheon,Basic,Normal,0,12.5,850
1998,35.01349375704313,41.7935247115854,39.24943477718674,39.010907937250984,1525,Busan,Ganjjajang,Franchise,0,9.5,3100
1989,23.221689699642162,20.70458947453768,23.82202233987697,18.091630050690757,600,Gwangju,Basic,Normal,0,10.5,450
1985,19.46607219417479,19.8706026394764,19.180137082690045,23.62852629930697,407,Daegu,Basic,Normal,0,6.4,250
2009,53.54946356695406,53.40394255388228,60.81409646078079,41.381627751730576,4000,Gyeonggi,Basic,Franchise,0,1.0,4100
1996,31.79063921882368,25.74123988807475,38.85817422831004,44.116364749410565,1400,Seoul,Basic,Premium,0,4.7,5000
2000,37.00318978799355,38.96880667090113,37.21834352143849,50.06467909066664,1865,Busan,Ganjjajang,Normal,0,6.8,2400
1979,14.223262686199895,16.120332679466674,,12.350567789486652,297,Seoul,Basic,Premium,0,9.2,4300
1973,11.26622872287729,13.041940639413268,12.70533868903099,,235,Seoul,Basic,Normal,0,8.7,1200
1993,26.756218729279333,23.694410952721363,,31.49119155553325,1005,Seoul,Samseon,Premium,1,1.7,6800
2009,58.08175717272822,59.36088026662727,74.36272479140561,73.04817587656778,4000,Incheon,Basic,Franchise,1,1.8,3550
2009,56.23513788340795,51.95225929128595,70.01573074790682,78.2700383420788,4000,Busan,Samseon,Franchise,0,15.0,5400
1978,14.432323656140346,14.544471472635013,18.308248307339802,18.989267376802168,301,Gyeonggi,Basic,Franchise,0,2.6,1800
2012,61.87575912284929,53.573329729576166,67.14645127888794,51.693043768162475,4580,Seoul,Basic,Normal,0,7.8,4300
2022,102.98605260656404,86.94868015702824,122.41063653761809,74.62167513134581,9160,Incheon,Basic,Franchise,0,0.7,7300
2017,77.6789702734472,68.71068677203183,91.2245765252409,110.48612650452714,6470,Incheon,Basic,Normal,1,10.1,4850
1988,22.61820544936559,18.887243764279003,26.99220316716975,31.655901333997342,462,Seoul,Samseon,Normal,0,6.0,3550
2018,86.36536381247737,92.08891454076671,77.8082461814556,,7530,Gyeonggi,Basic,Franchise,1,9.8,6400
1994,29.978504290720956,29.69972522362206,34.52475510087855,30.67988396245282,1170,Busan,Basic,Franchise,0,5.6,1950
1985,18.387775062009897,16.83492434842208,18.235420798620705,22.09184705283517,384,Gyeonggi,Basic,Normal,0,3.0,950
1998,35.74019394562659,31.415571135299516,45.2664265665238,48.898314333974206,1525,Busan,Basic,Franchise,0,12.0,2200
1999,35.25651110255332,35.217965405176145,42.7523716057603,45.57610718076009,1600,Gyeonggi,Basic,Normal,0,10.0,1700
1999,34.907971256848306,37.582036231816154,34.27455306401407,49.16023264769942,1600,Busan,Samseon,Normal,1,2.6,3200
2002,41.684438784511876,37.19385008615485,39.53317887913066,37.25307221346238,2275,Incheon,Basic,Normal,1,7.1,1600
1971,10.800392270630184,12.559123728179229,10.268435036673656,9.473336748861144,225,Seoul,Basic,Normal,0,5.5,1150
2013,67.18706849955966,66.23553305485294,62.20620603703282,80.23407986114736,4860,Seoul,Basic,Normal,0,9.8,4650
2023,103.48002117378903,103.70350754987436,94.43485550835979,,9620,Incheon,Ganjjajang,Normal,0,10.9,7650
2023,101.00105732545684,115.65349594116432,119.55866591350137,131.89384497171307,9620,Seoul,Basic,Franchise,1,6.7,9200
1980,15.288109542970153,16.839171906746575,13.935364518042258,20.432389916166553,319,Seoul,Ganjjajang,Normal,0,2.3,2300
1970,10.218665510684858,8.513360887961705,12.957871183434738,11.388769985280684,213,Seoul,Ganjjajang,Normal,0,11.3,2150
2002,39.1854770942757,38.43213801449782,37.48655278965469,42.60437136211897,2275,Gwangju,Basic,Normal,0,3.1,1450
2002,41.91234354797699,40.99377705903802,38.04239323978094,41.40130273702808,2275,Busan,Basic,Normal,0,6.8,1550
2017,78.37626255208859,85.36829791664773,90.74320723376482,99.08952354396227,6470,Seoul,Basic,Normal,1,9.0,5450
1992,25.400096035789897,26.42680406041244,23.47043003209501,22.53734954489766,925,Gyeonggi,Basic,Franchise,0,2.2,2300
2018,81.84660443810964,85.18986905054399,89.48936149526318,68.6505608657786,7530,Seoul,Basic,Normal,1,12.1,6200
2015,74.76270120101174,68.35483241795474,96.51278770708633,75.4355585789035,5580,Gyeonggi,Basic,Normal,0,9.6,4300
1987,21.279012637374834,20.00600520201639,27.328789857346244,26.29087874760005,445,Incheon,Ganjjajang,Normal,0,13.4,1550
1994,27.440146685228115,24.875779465576375,31.28359129871593,24.57534223153119,1170,Seoul,Samseon,Normal,0,14.0,3900
1975,12.083003308407614,14.225511082319958,15.276690752576378,14.476340201363536,252,Busan,Basic,Normal,0,0.9,250
1971,10.118545924022614,9.456596170941452,13.092460834193083,13.055737320740127,211,Gyeonggi,Ganjjajang,Normal,0,13.6,1650
1994,29.949580890470383,28.695343517515425,33.844291449154916,41.62013011343399,1170,Gwangju,Basic,Normal,0,12.6,650
1974,11.893353097200597,11.603631939005211,11.016845118206547,14.14784719719188,248,Incheon,Basic,Normal,0,10.3,200
1980,15.86950054420901,15.739393496154474,19.866307198785325,22.038032842618257,331,Gwangju,Basic,Franchise,0,12.5,1100
1972,11.24296534376812,12.269446057514331,14.368367197640646,16.860358751374697,235,Gwangju,Basic,Normal,0,7.0,50
1992,26.780972135448284,30.147404144455624,29.273033714426038,28.514635536230664,925,Seoul,Ganjjajang,Normal,0,9.8,2750
2008,52.19403244837983,43.388389736212424,50.103397539207116,65.89667307480362,4000,Seoul,Basic,Normal,1,9.7,3250
1989,23.014794770351045,19.7199975510763,21.948793518727765,21.361370925470798,600,Incheon,Ganjjajang,Normal,0,8.8,1600
2021,94.48067146385726,102.01028433684026,117.44388255306698,116.84135713834422,8720,Incheon,Basic,Normal,0,0.9,5900
2010,58.4980295000337,64.10095067112226,55.6803579142715,73.54149262636496,4110,Daegu,Basic,Franchise,1,6.8,3650
1975,12.806197947302532,12.866698643596429,11.577714627521601,18.3984056705559,267,Incheon,Ganjjajang,Premium,0,9.4,4200
1984,17.875806903060482,19.129930732835685,18.648553504230314,14.449953456412405,373,Seoul,Ganjjajang,Normal,0,0.9,2450
1973,11.039075030595459,12.156403766203306,11.889061592907456,,230,Seoul,Ganjjajang,Normal,0,11.8,2200
2016,74.2180158792229,77.61407661401029,,53.40650434995019,6030,Gyeonggi,Basic,Premium,1,8.9,7550
1987,20.931920392249044,17.850567709732733,23.12590970692077,27.88860207848248,437,Incheon,Basic,Normal,0,0.8,500
1985,19.202510092709552,17.509927343402186,19.202384527153864,19.239091768973477,401,Busan,Basic,Normal,0,9.0,500
1987,21.485466677330077,21.928589129513192,27.434493434433694,25.17974346511628,449,Gyeonggi,Ganjjajang,Normal,0,11.9,2000
2010,55.95999953460579,60.548204979457566,59.01712442674958,51.27063353986917,4110,Gwangju,Basic,Normal,0,9.2,2500
1972,10.807308891311164,12.06300079108224,11.432772543693375,16.06956888952179,226,Gyeonggi,Basic,Normal,0,5.4,650
1990,23.061115168664937,22.808143736672243,26.52174052246613,19.156346786334716,690,Busan,Ganjjajang,Normal,0,3.0,1700
2004,44.937976003128824,44.699935444769714,55.46944191894057,40.077712745293276,2840,Seoul,Basic,Franchise,0,1.0,3800
2006,49.727284626868645,41.96329504581848,51.470151480407466,63.55137314989481,3480,Gyeonggi,Basic,Normal,1,14.4,2600
1972,10.893077858547597,11.931157387501921,10.47721852284345,8.646439295886049,227,Seoul,Basic,Normal,0,11.8,1200
1991,26.431816852909392,21.3311230094746,25.959233727797333,23.28560939647172,820,Seoul,Basic,Normal,0,5.2,1750
1971,10.901444192644059,8.968918070476608,12.676657892242327,7.8378320212622485,228,Gyeonggi,Ganjjajang,Normal,0,12.9,1650
2017,76.67738986056933,89.77457773489594,99.04136383532666,59.94681088985796,6470,Incheon,Basic,Normal,0,2.1,4750
1973,11.206836371756784,9.588797314014654,14.309975458524514,14.603581982726464,234,Daegu,Basic,Normal,0,8.0,50
2000,37.71367073021896,37.841706821213094,39.15800220231544,47.97603422355007,1865,Gyeonggi,Basic,Normal,1,0.2,1750
2023,107.26481910198426,117.69068732130788,116.25107439746371,,9620,Incheon,Samseon,Franchise,1,3.1,9800
1978,14.54768721958337,17.365245039355194,18.400388640805097,,304,Gyeonggi,Basic,Normal,0,6.6,800
2006,49.97674292067477,50.90114059862063,61.95586334468835,74.0081021338559,3480,Gyeonggi,Ganjjajang,Premium,1,14.5,6550
1977,13.884034408694903,15.311297927269274,12.647100020265466,13.575558706955663,290,Gwangju,Ganjjajang,Normal,0,3.5,1050
2020,86.9360549836093,86.43881729290271,105.273726924619,75.75959320900806,8590,Seoul,Basic,Franchise,0,6.3,8100
1997,33.11869132593596,35.940883406058646,32.81405837028384,46.890543091096674,1485,Seoul,Ganjjajang,Normal,0,14.1,3150
1971,10.11001267590442,8.955473782944697,9.904090934510887,9.646687132995982,211,Busan,Basic,Normal,0,9.8,150
2007,49.94379435759636,42.742262777590966,51.424330985434416,,3770,Incheon,Basic,Franchise,0,7.9,3200
2019,89.14486541986476,93.2277361630619,82.91746398060684,115.70984271729934,8350,Seoul,Ganjjajang,Normal,0,14.1,7150
2020,91.18734006125993,77.02611722168481,82.53487264385598,93.54292341744657,8590,Incheon,Basic,Franchise,0,8.4,6650
1977,13.866473633218956,13.250793148894253,15.644923238935595,15.044931378442277,290,Gyeonggi,Basic,Franchise,0,5.6,1750
1975,12.45496421899327,13.82000764278029,12.38880748842597,,260,Seoul,Basic,Premium,0,10.6,4200
2003,41.60483156953954,40.95278467821327,47.03329213387207,52.56062953227518,2510,Seoul,Basic,Franchise,1,14.0,3700
1979,14.508632646021386,14.191344431505721,18.037757465247967,19.186323328286072,303,Seoul,Basic,Premium,0,9.3,4300
1991,25.373779536071222,25.816805698688974,22.879875249765718,29.66734610038675,820,Daegu,Basic,Premium,1,11.7,3450
1989,23.208527335138882,27.224857357802726,29.35279999852449,18.972034161474134,600,Gwangju,Basic,Franchise,1,4.3,1450
2013,64.7302841987335,72.6798388435862,71.91152896171216,,4860,Seoul,Basic,Normal,0,12.4,4600
1987,21.446399865146873,25.165004833711116,25.255581024223098,,448,Gyeonggi,Basic,Franchise,0,4.8,2050
1986,19.307354178472913,21.148078746298577,19.900922233629686,17.202997785105882,403,Gyeonggi,Ganjjajang,Normal,1,10.3,2000
2009,56.42964409069679,64.29601004454811,51.36649074716466,61.04105831639146,4000,Daegu,Basic,Franchise,0,9.0,3400
1994,28.472011238879222,24.631916944047138,29.535269016900187,25.48264482833034,1170,Busan,Basic,Franchise,1,4.9,1900
2005,48.003178756014606,40.988718636572784,59.349755243497505,66.5425632785232,3100,Seoul,Ganjjajang,Franchise,0,10.5,4850
1979,14.79113497242262,16.627130332584905,16.082595972268667,17.388897040795836,309,Seoul,Basic,Normal,1,1.9,1300
2018,86.82602170809619,75.02861947078345,108.90806895916604,96.12767267057154,7530,Gyeonggi,Ganjjajang,Franchise,0,1.9,7550
2023,107.06346367710657,88.85683782698132,111.43585467786644,156.92937997580756,9620,Gyeonggi,Basic,Franchise,1,1.6,8200
1997,31.86019267455248,35.789637422161384,39.86033905472839,46.2868022717437,1485,Daegu,Basic,Normal,0,6.5,950
2000,38.262701530386416,34.29975409767162,46.93305918782966,32.09986233413496,1865,Gyeonggi,Basic,Normal,1,1.8,1800
1980,16.04338784804526,18.883650609526356,14.738726415107394,16.884274840708898,335,Seoul,Basic,Normal,0,12.6,1350
1981,15.46499313617235,13.465548421634667,14.611349359582523,12.942737554384838,323,Seoul,Ganjjajang,Franchise,0,3.0,3350
2011,60.288196729538406,55.013380922081765,67.16961513533076,55.31518189856344,4320,Seoul,Ganjjajang,Normal,0,6.0,5100
1983,17.43638621620411,17.58531347685905,18.86396872498868,19.581199971734573,364,Gyeonggi,Ganjjajang,Normal,0,3.9,1900
2007,51.999492008301864,58.68098067654587,50.01652656185097,66.43324612852783,3770,Seoul,Basic,Franchise,0,7.7,4100
2010,59.313836953853716,68.13804974648936,74.54072050732682,46.06703398187936,4110,Busan,Basic,Franchise,0,6.2,3800
2003,42.3913965931294,40.25460526483548,46.66642325693337,55.930116742934786,2510,Gyeonggi,Ganjjajang,Franchise,0,0.9,4200
1985,19.71232092468685,21.249663425707325,19.233643284907302,25.82128570041513,412,Seoul,Basic,Normal,0,6.3,1400
1970,9.603879994956378,9.632609071493963,10.764588432358769,14.078408290975423,200,Seoul,Basic,Normal,0,9.3,1150
2002,40.545000221254135,37.365056120895666,37.33548831330561,34.64589976627344,2275,Gwangju,Basic,Normal,0,6.8,1250
2001,40.58367245791206,47.29829287113833,50.81365738793122,53.65664383987779,2100,Busan,Ganjjajang,Franchise,0,3.5,3450
1998,35.105657449163715,38.88395578012399,32.11384349729154,26.736888641515,1525,Seoul,Ganjjajang,Normal,0,10.6,3150
1995,29.963132564236904,35.83397337797474,27.1216457113941,36.64178817923296,1275,Seoul,Ganjjajang,Normal,0,10.6,2900
2014,67.06846762520235,53.96017437834599,77.82778709236449,53.509799063416416,5210,Gyeonggi,Basic,Franchise,1,3.4,5250
1980,15.196806520490261,16.01672640422929,18.715707643881363,22.718254242578993,317,Incheon,Basic,Normal,0,10.8,350
1989,23.58845206543082,27.88361570239102,24.858833932391363,,600,Busan,Basic,Franchise,0,14.4,1550
1990,23.324176804359713,19.502311870162895,26.98868833826495,,690,Daegu,Ganjjajang,Normal,0,14.1,1500
1977,14.273908199196457,14.968074601770555,,17.290943243131114,298,Gyeonggi,Basic,Normal,0,3.6,750
2020,88.78954035168722,102.9024805987562,111.06662395198107,93.14025227373658,8590,Seoul,Ganjjajang,Normal,1,6.2,8000
1997,32.880651512258154,38.231297836033086,38.959040674515315,32.99541511609765,1485,Busan,Samseon,Normal,0,10.6,3150
1973,10.94845071816337,10.261559491536849,13.512417596776599,11.948457742950168,229,Daegu,Basic,Normal,0,3.0,50
1994,28.793768924177,26.396612779485242,36.94396432306618,35.60024503037683,1170,Busan,Ganjjajang,Franchise,1,4.4,2900
2015,73.52190230445007,86.85149955882424,92.5052794841899,77.37335971067309,5580,Seoul,Ganjjajang,Franchise,0,0.5,6950
2005,46.79959904320001,46.581482016899876,56.2106604548617,55.232395993949176,3100,Gyeonggi,Ganjjajang,Normal,0,11.6,3450
2022,95.41458272838965,85.37175200133733,90.21247895188111,106.80824274811029,9160,Busan,Basic,Normal,1,9.2,6800
2011,61.585328058976586,61.285592513213246,68.4723581272111,52.30367600933951,4320,Seoul,Basic,Normal,1,5.6,3850
1973,11.459000062957898,9.9703478775536,11.015992676190553,13.658731916403895,239,Seoul,Ganjjajang,Normal,0,3.1,2200
1990,23.234259358413627,26.522041748572896,22.449494715659316,29.313461982347775,690,Seoul,Ganjjajang,Normal,1,2.4,2650
1985,20.022135722093513,17.4119277317709,21.056302022864447,16.671035381372498,418,Busan,Ganjjajang,Normal,0,9.9,1450
1970,9.811274879334936,10.730839706525895,12.096732442397721,9.354338060743713,205,Seoul,Basic,Normal,0,13.4,1150
2023,104.89309131727624,123.23124824186881,109.76158875705174,149.79334049271532,9620,Gyeonggi,Basic,Normal,1,11.4,8100
1999,37.48212389935121,36.99468048909414,43.074287093157444,33.75353634182697,1600,Incheon,Basic,Normal,0,2.2,1300
2021,90.4809684591389,104.71610568396518,87.38034979534409,78.12291209555637,8720,Seoul,Samseon,Franchise,1,7.5,10500
1977,13.662617148928591,12.4279840358347,13.039269735199616,16.220052679471266,285,Gyeonggi,Ganjjajang,Normal,0,12.4,1750
2005,45.564992167422574,46.247720365017294,45.3795451357264,,3100,Incheon,Basic,Normal,1,10.3,2050
2016,72.56110336257176,60.0617421420399,,53.478443555995725,6030,Seoul,Basic,Premium,0,1.8,8300
2003,40.86079130150587,34.105522216808446,41.71973650619356,57.367934594800936,2510,Gyeonggi,Basic,Premium,0,3.5,5200
1986,19.856900765865333,19.55092596282497,24.39786364383481,22.949515650680862,415,Seoul,Basic,Premium,0,14.9,4500
2023,98.74701134952777,105.93959211346895,115.32507014954993,116.39817779000391,9620,Busan,Ganjjajang,Franchise,0,14.9,8900
2008,54.78138510140187,64.50650349746056,52.2026644314812,62.970973158862954,4000,Gyeonggi,Ganjjajang,Normal,1,3.8,3950
1991,24.815144334084515,25.161943150484692,29.685682430618787,24.560279530546275,820,Seoul,Ganjjajang,Normal,1,3.9,2700
2011,62.87838062920992,56.10200342315733,68.22408092874248,69.15975375529982,4320,Daegu,Basic,Franchise,1,7.1,3700
1992,27.2203783713267,32.3889785414244,32.36527351194541,24.47097752445282,925,Gyeonggi,Basic,Normal,1,8.7,1250
2023,98.79262322970547,114.72903441052425,126.95722796135173,78.09190103913619,9620,Gyeonggi,Basic,Franchise,1,6.3,8950
2021,95.9069258170078,105.23007836884406,105.11743616298166,94.78716483743872,8720,Incheon,Samseon,Normal,1,4.7,8550
2016,76.63733727239863,90.04834710506283,,,6030,Seoul,Basic,Franchise,1,2.5,6300
1991,25.4624062812313,28.835974664901563,31.269514229685537,23.673937750746493,820,Daegu,Basic,Normal,0,4.3,500
2008,51.13496350329397,53.35742026250961,62.460835171486295,51.78394162497733,4000,Gyeonggi,Ganjjajang,Normal,0,0.6,3850
1975,12.20479125072251,12.543777401372303,13.547084688606569,14.434503158870191,255,Gyeonggi,Basic,Normal,0,0.1,700
2016,76.24529607109277,65.51607735074442,76.52066326628106,81.30728188834601,6030,Gyeonggi,Basic,Normal,1,10.2,4650
2000,38.044836029937855,41.111716426738674,42.52214806245338,,1865,Busan,Samseon,Franchise,1,25.18091588624902,4300
2002,41.43228675362618,42.87627484446834,51.40996334918047,31.958671055469942,2275,Busan,Ganjjajang,Franchise,1,4.0,3650
1992,26.707438776340336,28.643138483807796,24.26353754531475,27.29431261450623,925,Seoul,Samseon,Normal,1,9.7,3750
2010,57.42145983954441,62.8694994122599,66.30735546143642,44.51510986366805,4110,Seoul,Ganjjajang,Normal,0,0.1,4950
2014,68.94992665065338,68.085439347862,67.32176784708074,83.72166189149726,5210,Gyeonggi,Basic,Normal,1,7.5,3950
1990,24.229710593555307,27.55506862184754,23.25833347985324,23.128873863983408,690,Seoul,Basic,Normal,1,5.9,1650
1982,17.18743069799077,18.53645027004923,17.929456830338314,20.823372520560707,359,Seoul,Basic,Franchise,0,3.5,2350
1984,18.699410925700807,21.27631194576352,21.840391822346223,19.284794624537046,391,Incheon,Ganjjajang,Normal,0,2.0,1450
2002,41.35263809833389,39.31453386300048,46.18883528414475,61.01654313988678,2275,Daegu,Ganjjajang,Franchise,0,11.5,3250
1987,21.28076087727771,21.01097418623618,21.565008267081467,24.189279025150608,445,Daegu,Ganjjajang,Normal,0,15.0,1300
1979,15.219694636577529,17.801970717427242,16.319317151031207,,318,Gyeonggi,Basic,Normal,0,7.8,800
2023,98.44386041932057,102.70968569194831,127.19433938803138,90.62300384975092,9620,Seoul,Basic,Franchise,1,4.6,8800
1979,15.567602134614031,15.980038510819757,19.60286482374536,14.167412808415003,325,Gyeonggi,Basic,Normal,0,3.2,800
1989,23.146780317887064,25.189132954867407,25.258224413736123,31.93954715177602,600,Seoul,Basic,Normal,1,1.4,1650
2021,90.58557949561276,102.31443269232656,105.89019581367366,67.47181871781945,8720,Seoul,Basic,Franchise,0,0.8,7950
2008,55.486980346430464,49.44246562923518,55.21892860186646,73.69974866615483,4000,Daegu,Basic,Normal,1,5.8,2350
2017,80.33916825978628,83.64519457778798,83.45854968428759,69.6693358795831,6470,Seoul,Basic,Franchise,1,5.7,6800
2012,63.30891027661428,50.84607647193952,73.31749114816692,73.00592191786625,4580,Seoul,Ganjjajang,Franchise,1,8.0,6000
1983,18.3034892305717,16.053009684079903,17.899211746444113,23.246073789340446,382,Seoul,Basic,Normal,1,2.3,1400
2019,90.03178610175897,83.02891025643859,100.70889398262234,90.88423962106341,8350,Gyeonggi,Basic,Franchise,0,11.1,7100
1986,19.649723500109943,23.147635092085597,18.152678831503454,25.81221767543111,411,Seoul,Basic,Normal,0,11.9,1450
1998,33.76573346146886,29.06286603265622,37.40681116110607,,1525,Gyeonggi,Ganjjajang,Normal,0,9.6,2700
1994,28.175088753802306,25.412868980276905,35.95207477804723,31.910273833914125,1170,Gwangju,Basic,Normal,1,2.3,700
2006,46.57629012602255,55.71484008867192,53.4361483981732,41.397247371697034,3480,Gwangju,Basic,Normal,0,9.3,1750
2000,35.75665971071184,31.151559227558568,38.87428594827269,51.69646595158506,1865,Gwangju,Ganjjajang,Franchise,1,1.9,3100
1972,11.290945481769906,10.050794682865355,10.601592007193268,,236,Incheon,Samseon,Normal,0,4.0,2200
1982,17.773509632858424,15.96045507319608,21.287990342443525,20.166217881615427,371,Gwangju,Basic,Franchise,0,4.7,1150
2021,91.10453825504065,81.44983254368594,94.10023437804843,,8720,Incheon,Basic,Normal,1,10.8,5950
1996,31.039920628218702,30.655414075693553,34.584242237019694,37.26206555809492,1400,Incheon,Basic,Normal,1,10.3,1000
1972,10.864302874576223,9.9100371740384,10.601002819662412,14.10990011691251,227,Busan,Basic,Normal,0,14.2,200
1973,11.905981510919244,12.101658837011874,14.502216547140865,8.579473255638439,249,Daegu,Ganjjajang,Normal,0,9.5,1000
1979,15.311973414073757,17.600067171305376,16.186510488223583,14.834866443449927,320,Gyeonggi,Basic,Normal,0,14.8,800
2019,86.54909487595498,102.66963818949831,88.0184425217326,,8350,Daegu,Samseon,Franchise,1,3.8,8300
1987,21.8126965807192,25.175233819227618,20.337078778792154,20.032441130394957,456,Seoul,Ganjjajang,Normal,0,0.8,2550
2001,39.340174558934216,40.68736532436691,44.804300753317754,27.82293193747177,2100,Seoul,Basic,Normal,0,5.9,2500
2004,46.06255064912901,36.94821305415812,50.008774078918435,67.80858070153901,2840,Seoul,Ganjjajang,Franchise,1,7.5,4800
1987,20.965586833886686,22.255095428161862,19.491670728643218,25.97351680133056,438,Gyeonggi,Basic,Normal,0,8.1,1050
1971,10.252914687095005,12.08956677335719,9.95611778871057,15.069542488848958,214,Seoul,Basic,Premium,0,6.5,4150
1977,13.852850539912495,12.442384652602268,15.32275445823384,15.046056545554618,289,Seoul,Samseon,Normal,0,3.4,3250
1984,19.104345505601096,18.432264701288123,17.522196204553133,18.995916917165353,399,Gwangju,Samseon,Normal,0,2.6,2250
2010,58.84282226906591,60.99604832217567,60.32504418562513,49.521767150943944,4110,Busan,Basic,Franchise,0,13.1,3900
1971,10.86717116895158,11.57340120465557,12.328751938859085,,227,Gyeonggi,Samseon,Normal,0,0.0,2650
2023,105.42913873057213,87.18019178179739,128.5235401738488,142.655632202553,9620,Seoul,Basic,Premium,1,14.9,10800
1988,21.191742809316366,20.872018557853824,21.01811808958829,15.73230696516026,462,Seoul,Basic,Normal,0,2.8,1550
1978,13.745075976025387,14.693544587959048,14.678750463387685,,287,Gyeonggi,Basic,Normal,0,14.4,800
1978,14.454704776369558,16.01441374802628,13.809716698762083,10.763221603605384,302,Busan,Basic,Normal,0,12.5,300
1986,21.142916464872375,18.83431822552533,20.784170688082906,17.44158130438477,442,Gwangju,Basic,Franchise,0,2.8,1250
2021,95.96642911251409,111.56919863833869,106.42941767529844,67.761893856387,8720,Busan,Basic,Franchise,1,9.6,7100
2012,61.64823426855233,49.70599107461133,75.13178199683348,64.90426075488934,4580,Busan,Ganjjajang,Normal,0,14.8,4100
1976,12.710598875113796,12.101356655077153,12.506293695391303,14.064784845155039,265,Gyeonggi,Ganjjajang,Normal,0,2.4,1750
1995,30.816643459884457,27.872802000238448,39.97529821002131,,1275,Incheon,Basic,Premium,0,6.6,3900
2020,94.47024209559768,108.99981037940134,119.19043772822086,69.87303356356666,8590,Gyeonggi,Basic,Franchise,1,12.5,7150
2000,37.39072300969194,33.502151430249796,48.38675158502308,36.51958136909445,1865,Gyeonggi,Ganjjajang,Normal,0,3.6,2900
1993,26.233503811770394,25.33814075885216,31.883782043373504,26.238789948608815,1005,Seoul,Samseon,Normal,1,8.8,3800
1995,31.000291999181382,29.24476183023313,29.13324352342239,35.94250250642894,1275,Busan,Basic,Normal,0,4.2,950
2013,66.6380096004101,54.17281093291859,74.48091708836456,55.93013361639595,4860,Gwangju,Basic,Normal,0,3.2,3200
1982,17.12996646787657,19.767361163265186,19.685546697152922,24.80487950245099,358,Gyeonggi,Basic,Franchise,0,14.6,1850
2022,96.7084873062331,84.08826969185802,122.78776837754282,83.42834302940987,9160,Gyeonggi,Basic,Normal,1,12.2,6650
1987,20.72548106886614,20.558274110627895,23.058986041622358,21.64178109226224,433,Seoul,Basic,Normal,1,1.5,1550
